SDN,,mgL_1,mgL_2,mgL_3,mgL_4,mgL_5,mgL_6,mgL_7,mgL_8,mgL_9,mgL_10,mgL_11,mgL_12,TC_1,TC_2,TC_3,TC_4,TC_5,TC_6,TC_7,TC_8,TC_9,TC_10,TC_11,TC_12,QF_DO_1,QF_DO_2,QF_DO_3,QF_DO_4,QF_DO_5,QF_DO_6,QF_DO_7,QF_DO_8,QF_DO_9,QF_DO_10,QF_DO_11,QF_DO_12,,QF_TC_1,QF_TC_2,QF_TC_3,QF_TC_4,QF_TC_5,QF_TC_6,QF_TC_7,QF_TC_8,QF_TC_9,QF_TC_10,QF_TC_11,QF_TC_12,,QF_DO2_1,QF_DO2_2,QF_DO2_3,QF_DO2_4,QF_DO2_5,QF_DO2_6,QF_DO2_7,QF_DO2_8,QF_DO2_9,QF_DO2_10,QF_DO2_11,QF_DO2_12
738214.7292,2/27/21 17:30,8.233343678,3.57179152,10.99526249,4.189360634,4.505971199,6.507228113,4.778436352,4.226746111,4.734103754,,,5.395803147,15.70666667,11.54666667,15.55333333,11.5,17.3,9.6,16.64666667,12.1,18.46,,,9.5,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738214.75,2/27/21 18:00,8.156326202,3.528099071,10.62540292,4.137509321,4.337857,6.507228113,4.864373099,4.07301583,4.586977646,,,5.212593589,15.56666667,11.46666667,15.26666667,11.36,17.01333333,9.6,16.60666667,12.01333333,17.96666667,,,9.6,1,1,4,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,4,,,1,,0,0,0,0,0,1,0,0,0,,,0
738214.7708,2/27/21 18:29,7.857741803,3.499128647,10.16986196,4.169421859,4.291840479,6.507228113,4.810900024,4.0755673,4.587080333,,,5.046018467,15.45333333,11.35333333,15.3,11.35333333,16.70666667,9.6,16.21333333,12.05333333,17.45333333,,,9.493333334,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738214.7917,2/27/21 19:00,7.823859261,3.429891939,9.990219994,4.100063719,4.222453418,6.507228113,4.836907134,4.078399683,4.460520084,,,4.840521278,15.24666667,11.25333333,15.1,11.3,16.54666667,9.6,16.39333333,11.8,17.34666667,,,9.6,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738214.8125,2/27/21 19:30,7.630907732,3.387028641,9.75637545,4.128144909,4.126478482,6.507228113,4.868790739,3.969159449,4.416945749,,,4.775240278,15.14666667,11.46,15,11.34666667,16.39333333,9.6,16.18666667,11.95333333,17.19333333,,,9.753333334,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738214.8333,2/27/21 19:59,7.358081004,3.382755259,9.502627948,4.215970737,4.091680325,6.507228113,4.774716753,3.961047894,4.329366057,,,4.653846723,14.71333333,11.24666667,14.6,11.3,16.46,9.6,16.21333333,11.85333333,17.16666667,,,9.646666667,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738214.8542,2/27/21 20:30,7.486497736,3.533778853,9.500690737,4.080102695,4.135587095,6.507228113,4.735120157,4.050700361,4.225300023,,,4.611218739,14.96,11.45333333,14.91333333,11.36,16.54,9.6,16.3,11.90666667,17.19333333,,,9.646666666,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738214.875,2/27/21 21:00,7.346709754,3.521870296,9.300771972,4.190650028,4.11960235,6.507228113,4.886749345,4.074061522,4.318794671,,,4.793215867,14.9,11.4,14.84666667,11.40666667,16.41333333,9.6,16.36,11.90666667,17.26,,,9.6,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738214.8958,2/27/21 21:29,7.428264732,3.476592414,9.450781628,4.23567736,4.130558227,6.507228113,4.905060203,4.039004846,4.260006069,,,4.588866878,15.1,11.4,14.85333333,11.35333333,16.40666667,9.6,16.38666667,11.96666667,17.2,,,9.746666667,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738214.9167,2/27/21 22:00,7.39174618,3.679081442,9.469595686,4.132728221,4.279372994,6.507228113,4.889684795,4.168616543,4.395616791,,,4.862985878,15.4,11.64,15.25333333,11.49333333,16.58666667,9.6,16.34666667,12.29333333,17.14,,,9.593333333,1,4,1,1,1,1,1,1,1,,,4,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738214.9375,2/27/21 22:30,7.626141816,4.07086072,9.733174279,4.312604802,4.441692196,6.507228113,4.92343936,4.441529035,4.461535641,,,5.164646871,15.03333333,11.74,14.99333333,11.59333333,17.2,9.6,16.59333333,12.29333333,17.74666667,,,9.560000001,1,4,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738214.9583,2/27/21 22:59,7.593897714,4.067639955,9.931035618,4.511669857,4.516444105,6.507228113,4.927611297,4.421808576,4.523931509,,,5.311298316,15.4,11.85333333,15.3,11.65333333,17.15333333,9.6,16.54666667,12.36666667,17.65333333,,,9.393333334,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738214.9792,2/27/21 23:30,7.804018529,3.987987078,10.07576206,4.494878942,4.618847365,6.507228113,5.009120876,4.670134791,4.647422304,,,5.171361219,15.12666666,11.54666667,14.98,11.45333333,17.16,9.6,16.56,12.24666667,17.79333333,,,9.7,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215,2/28/21 0:00,7.884259911,4.088587292,10.01028997,4.491085645,4.659026381,6.507228113,5.033440665,4.585201016,4.747312899,,,5.420973176,15.27333334,12.01333333,15.11333333,11.76,17.14666667,9.6,16.64,12.46,17.89333333,,,9.546666666,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.0208,2/28/21 0:29,7.873231367,4.137449962,10.20040312,4.52702852,4.716170171,6.507228113,5.174239045,4.611265431,4.765656018,,,5.487495437,15.4,12,15.24666667,11.64666667,17.36,9.6,16.91333333,12.48666667,18.01333333,,,9.593333334,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.0417,2/28/21 1:00,7.995479627,4.147673716,10.24634813,4.688619705,4.766861986,6.507228113,5.172207419,4.648091976,4.647240375,,,5.606825156,15.4,11.91333333,15.30666667,11.81333333,17.26666667,9.6,16.80666667,12.56,18.00666667,,,9.546666666,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.0625,2/28/21 1:30,8.1691266,4.18857186,10.3093674,4.729735179,4.79228515,6.507228113,5.249654416,4.795164481,4.710149852,,,5.602109626,15.74,12.00666667,15.54666667,11.70666667,17.35333333,9.6,16.9,12.31333333,18.00666667,,,9.553333334,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.0833,2/28/21 1:59,8.204651998,4.350299483,10.58070323,4.695952185,4.865044851,6.507228113,5.335614731,4.988485636,4.747527928,,,5.720293198,15.68666667,11.74,15.5,11.49333333,17.54666667,9.6,17.05333333,12.39333333,18.19333333,,,9.559999999,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.1042,2/28/21 2:30,8.303574104,4.398178464,10.59113116,4.780930182,4.926828044,6.507228113,5.317631311,5.081830783,5.145618495,,,5.760590409,15.73333333,12.04666667,15.6,11.85333333,17.68666667,9.6,17.09333333,12.6,18.34,,,9.653333334,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.125,2/28/21 3:00,8.413506333,4.380284724,10.7242912,4.855811498,5.051590378,6.507228113,5.426222065,5.122131973,5.014531085,,,5.79263621,15.59333333,11.94666667,15.54666667,11.74666667,17.59333333,9.6,17,12.4,18.29333333,,,9.606666667,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.1458,2/28/21 3:29,8.30325419,4.505073391,10.74022138,5.067526373,5.139258168,6.507228113,5.539310138,5.081011371,5.253021715,,,6.209167623,15.69333333,12.09333333,15.69333333,11.9,17.68666667,9.6,17.1,12.64666667,18.43333333,,,9.606666666,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.1667,2/28/21 4:00,8.406833361,4.574917701,10.71424569,5.077031864,5.269037505,6.507228113,5.534152375,5.184937672,5.160194247,,,6.346904575,15.8,12.15333333,15.64666667,11.9,17.78666667,9.6,17.14,12.65333333,18.43333333,,,9.606666667,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.1875,2/28/21 4:30,8.484772514,4.735741811,11.00402951,5.094586988,5.301010072,6.507228113,5.624268903,5.278025901,5.363389498,,,6.427563365,15.5,12.14,15.49333333,11.84,17.83333333,9.6,17.38,12.64,18.64,,,9.653333334,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.2083,2/28/21 4:59,8.303672606,4.764555441,10.66023611,5.309557576,5.563993163,6.507228113,5.699474146,5.421815063,5.295204823,,,6.452337235,15.66666667,12.14666667,15.76666667,11.8,18.04,9.6,17.34,12.7,18.88666667,,,9.586666668,1,1,1,1,1,1,1,1,4,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.2292,2/28/21 5:30,8.345569745,4.899396028,10.8166383,5.269352253,5.540986112,6.507228113,5.788841702,5.454416534,6.011124567,,,6.858936558,15.89333333,12.10666667,15.76,11.95333333,18.14,9.6,17.69333333,12.69333333,19.03333333,,,9.453333334,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.25,2/28/21 6:00,8.33440291,4.967238774,10.87912552,5.360438168,5.583489051,6.507228113,5.897248988,5.518978283,5.537521045,,,6.865280096,15.6,12.1,15.64666667,11.84666667,18.1,9.6,17.50666667,12.76,18.65333333,,,9.553333334,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.2708,2/28/21 6:29,8.360897018,5.026125015,11.02351615,5.314801412,5.693105844,6.507228113,5.945049493,5.534458016,5.543318696,,,7.01610087,15.70666667,12.20666667,15.6,11.96,18.35333333,9.6,17.7,12.84666667,19.05333333,,,9.693333334,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.2917,2/28/21 7:00,8.428127571,4.913252685,10.97925004,5.557385418,5.73724142,6.507228113,5.989576251,5.544457821,5.755970923,,,7.049976762,15.80666667,12.36,15.60666667,12.11333333,18.14,9.6,17.84,12.70666667,19.04,,,9.546666666,1,1,1,1,1,1,1,1,4,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.3125,2/28/21 7:30,8.319134543,5.137958481,10.9965194,5.726482794,5.767799536,6.507228113,6.017875023,5.629175482,6.229612308,,,7.092867725,15.54,12.44666667,15.54666667,12.19333333,18.30666667,9.6,17.69333333,12.85333333,19.19333333,,,9.653333334,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.3333,2/28/21 7:59,8.499394973,5.234134744,10.9461308,5.720565567,5.774761803,6.507228113,6.061763265,5.749847138,6.045799258,,,7.417143161,15.70666667,12.59333333,15.75333333,12.24666667,18.5,9.6,17.84666667,13,19.5,,,9.706666666,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.3542,2/28/21 8:30,8.501218692,5.171695349,10.94258107,5.829831582,6.009544922,6.507228113,6.160532769,5.77008519,6.036128949,,,7.289093752,15.68666667,12.44,15.74,12.29333333,18.58,9.6,17.98,13.05333333,19.59333333,,,9.7,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.375,2/28/21 9:00,8.542085151,5.233560038,11.07394406,5.850555233,5.930323568,6.507228113,6.208413979,5.720035344,6.631366694,,,7.368362124,15.64666667,12.58666667,15.64666667,12.49333333,18.63333333,9.6,18.04666667,13.2,19.64,,,9.753333334,1,1,1,1,1,1,1,1,4,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.3958,2/28/21 9:29,8.402720032,5.32441738,11.14149524,5.906890846,5.957423032,6.507228113,6.196110835,5.862945121,6.711610122,,,7.593113184,15.88666667,12.74666667,15.69333333,12.39333333,18.69333333,9.6,18.1,13.09333333,19.84,,,9.813333332,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.4167,2/28/21 10:00,8.5100046,5.264244308,11.09796681,5.950198561,5.977745538,6.507228113,6.074529192,5.660080108,6.484108074,,,7.493885144,15.58666667,12.55333333,15.54666667,12.4,19.04666667,9.6,18.38666667,13,20.14,,,9.913333335,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.4375,2/28/21 10:30,8.553049039,5.280408653,11.11291051,5.755920974,5.931551658,6.507228113,6.002651321,5.903655144,6.712908402,,,7.570325482,16.01333333,12.90666667,15.86,12.4,18.94666667,9.6,18.2,13.3,20.00666667,,,9.9,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.4583,2/28/21 10:59,8.879584792,5.32162432,11.02060315,5.896083782,5.915824278,6.507228113,6.101940825,5.74109348,6.548033967,,,7.821227627,16.08666667,12.90666667,15.89333333,12.66,18.99333333,9.6,18.34666667,13.45333333,19.99333333,,,9.993333334,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,4,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.4792,2/28/21 11:30,8.466434827,5.835487637,11.10151793,5.906513926,6.043457899,6.507228113,6.506892597,5.799785738,6.692196293,,,7.623002302,15.64,13.35333333,15.64666667,12.9,19.24,9.6,18.98,13.59333333,19.98666667,,,10.15333333,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.5,2/28/21 12:00,8.820042161,5.34621019,11.29916107,5.733289937,6.069602955,6.507228113,6.761710929,5.506323833,6.509271694,,,7.253802025,15.80666667,13.15333333,15.7,12.85333333,19.04,9.6,19,13.50666667,20.04666667,,,10.2,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.5208,2/28/21 12:29,8.921485942,5.29138698,11.22935105,5.631998196,5.971770344,6.507228113,6.592192748,5.450416855,6.730244717,,,7.327926748,16,13.24,15.94666667,12.89333333,19.10666667,9.6,19.06,13.54,20.11333333,,,10.4,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.5417,2/28/21 13:00,8.88767178,5.377986722,11.47972931,5.488122201,5.829695267,6.507228113,6.571361984,5.192546207,5.901039386,,,7.149810379,15.79333333,13.15333333,15.80666667,12.84666667,19.14666667,9.6,19.04,13.40666667,19.69333333,,,10.4,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.5625,2/28/21 13:30,8.674734681,5.114964349,11.77381444,5.485721274,5.806027002,6.507228113,6.657245527,5.078238732,6.259618829,,,7.268871077,15.91333333,13.04,16.00666667,12.84666667,19.04666667,9.6,18.99333333,13.4,19.55333333,,,10.30666667,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.5833,2/28/21 13:59,8.603954331,5.238476972,11.92016382,5.522469283,5.812127984,6.507228113,6.718138846,5.141596534,5.964221849,,,7.124381238,15.94666667,13.14666667,15.94666667,12.74666667,18.96666667,9.6,19.16,13.3,19.40666667,,,10.3,1,4,1,4,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.6042,2/28/21 14:30,8.744398662,5.278033632,11.8205053,5.372497413,5.696488058,6.507228113,6.574887233,4.932914306,5.605244396,,,7.016432729,15.69333333,13.04666667,15.79333333,12.74666667,19.04,9.6,18.93333333,13.29333333,19.48666667,,,10.3,1,4,1,4,4,1,4,1,4,,,4,,1,4,1,4,4,1,4,1,4,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.625,2/28/21 15:00,8.807906228,3.63642323,11.99445862,3.530382843,4.375640551,6.507228113,5.241701185,4.50547152,4.352049063,,,4.551095199,15.86,11.71333333,15.90666667,11.36,17.36666667,9.6,17.50000001,12.61333333,17.52666667,,,10.16,1,4,1,4,4,1,4,1,4,,,4,,1,4,1,4,4,1,4,1,4,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.6458,2/28/21 15:29,9.03812172,3.740222917,12.04520032,3.922730234,4.280110931,6.507228113,4.831684386,4.569377469,4.200299742,,,4.436151133,15.91333333,11.74666667,16.05333333,11.34666667,16.83333333,9.6,16.44,12.49333333,16.83333333,,,9.953333333,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,4,1,4,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.6667,2/28/21 16:00,9.075059639,3.782608435,11.82966752,4.122357459,4.323149481,6.507228113,4.946386926,4.704544466,4.314237788,,,4.446785499,15.6,12.04666667,15.9,11.64666667,16.85333333,9.6,16.35333333,12.54666667,16.90666667,,,9.9,1,4,1,4,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.6875,2/28/21 16:30,9.200118315,3.313785453,11.98535884,3.357068619,3.980318675,6.507228113,4.541149226,4.259162658,3.826175726,,,3.866572274,15.9,11.95333333,15.9,11.65333333,16.75333333,9.6,16.35333333,12.64666667,16.8,,,9.953333334,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.7083,2/28/21 16:59,8.7924787,3.370854353,11.77947088,3.665171056,4.002243684,6.507228113,4.61799326,4.299930298,3.940541008,,,3.982424196,15.6,11.8,15.76,11.50666667,16.7,9.6,16.35333333,12.60666667,16.8,,,9.8,1,4,4,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,4,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.7292,2/28/21 17:30,8.441253422,3.476315115,11.07837796,3.472879469,4.061226828,6.507228113,4.510135109,4.383305443,3.865885494,,,3.862031273,15.48666667,11.60666667,15.63333333,11.20666667,16.7,9.6,16.2,12.19333333,16.7,,,9.593333333,1,4,1,4,4,1,4,1,4,,,4,,1,1,1,1,4,1,4,1,4,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.75,2/28/21 18:00,8.43154122,4.98420498,11.04088756,5.368404904,5.329952053,6.507228113,6.012711743,5.108909737,5.447868163,,,6.218600743,15.92666667,12.47333334,15.77333334,12.01333333,18.56666667,9.6,18.45333333,12.72,19.26666667,,,9.6,1,4,1,4,4,1,4,1,1,,,4,,1,4,1,1,4,1,4,1,4,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.7708,2/28/21 18:29,8.334463331,4.225019474,10.73865375,4.542775782,4.957058228,6.507228113,5.757994681,4.548000164,5.017629386,,,5.479260383,15.74666667,12.09333333,15.84666667,11.75333333,18.05333333,9.6,18.15333333,12.44666667,18.7,,,9.553333333,1,4,1,4,1,1,1,1,1,,,1,,1,1,1,1,4,1,4,1,4,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.7917,2/28/21 19:00,8.378280667,4.084259593,10.86021616,4.591792265,4.959961941,6.507228113,5.670355449,4.51428135,4.836070011,,,5.401694121,15.8,12,15.85333333,11.75333333,17.65333333,9.6,17.56666667,12.2,18.21333333,,,9.546666666,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.8125,2/28/21 19:30,8.340433449,4.113526588,10.86849008,4.498200394,4.837102434,6.507228113,5.638442854,4.243380919,5.009152778,,,5.21374926,15.76,11.80666667,15.80666667,11.6,17.34666667,9.6,17.40666667,12.29333333,17.94666667,,,9.6,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.8333,2/28/21 19:59,8.234661271,4.030140519,10.86152826,4.52272305,4.728808652,6.507228113,5.483169359,4.245484865,4.660980583,,,5.140317305,15.60666667,11.85333333,15.56,11.50666667,17.60666667,9.6,17.54666667,12.14666667,18.09333333,,,9.653333333,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.8542,2/28/21 20:30,8.222877882,4.072790562,10.46930567,4.37674866,4.691377053,6.507228113,5.43961922,4.289056887,4.656328728,,,4.998310687,15.64,11.89333333,15.59333333,11.54666667,17.14666667,9.6,17.1,12.30666667,17.7,,,9.606666667,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.875,2/28/21 21:00,8.023330005,4.378285598,10.49794787,4.779308911,4.991009122,6.507228113,5.551582256,4.641266471,4.896982511,,,5.368434953,15.54666667,12.09333333,15.5,11.8,17.3,9.6,17.44,12.3,18.04666667,,,9.606666667,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.8958,2/28/21 21:29,7.972738562,4.318575107,10.81376941,4.66405511,4.810805011,6.507228113,5.513881482,4.702469619,4.680552418,,,5.241102251,15.4,12.1,15.45333333,11.80666667,17.49333333,9.6,17.39333333,12.54666667,17.99333333,,,9.559999999,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.9167,2/28/21 22:00,7.855278014,4.441267681,10.55861798,4.515838353,4.809107057,6.507228113,5.423698834,4.692748223,4.839813168,,,5.172051619,15.39333333,11.99333333,15.34,11.65333333,17.24666667,9.6,17.00666667,12.34666667,17.84666667,,,9.606666667,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.9375,2/28/21 22:30,7.927078338,4.341143456,10.35765364,4.605289015,4.766694457,6.507228113,5.444238953,4.62529795,4.803399796,,,5.176299398,15.48666667,12.05333333,15.34666667,11.6,17.5,9.6,17.14666667,12.3,18,,,9.546666666,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.9583,2/28/21 22:59,8.018749546,4.285884489,10.37550429,4.529130381,4.729375266,6.507228113,5.355322468,4.697685933,4.674878187,,,5.140367714,15.44666667,11.94666667,15.4,11.55333333,17.29333333,9.6,17.1,12.34,17.79333333,,,9.646666667,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738215.9792,2/28/21 23:30,7.942855105,4.28618272,10.32253402,4.523033915,4.78431553,6.507228113,5.367144102,4.717198854,4.958827492,,,5.23257484,15.32666666,11.89333333,15.34666667,11.6,17.38666667,9.6,17.18,12.24666667,17.98666667,,,9.753333334,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738216,3/1/21 0:00,7.927189858,4.402887284,10.36472691,4.423345424,4.793323555,6.507228113,5.540845123,4.657869989,4.88582089,,,5.248227391,15.36666667,12,15.32,11.55333333,17.28666667,9.6,17.2,12.36,17.89333333,,,9.593333333,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738216.0208,3/1/21 0:29,8.008548002,4.309556241,10.40252625,4.647014211,4.848671108,6.507228113,5.474007996,4.727479067,4.881185128,,,5.230971406,15.42,11.90666667,15.36666667,11.60666667,17.29333333,9.6,17.10666667,12.34666667,17.9,,,9.540000001,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738216.0417,3/1/21 1:00,8.017191949,4.39757688,10.55324966,4.628559443,4.825097727,6.507228113,5.462175671,4.649721811,4.915729243,,,5.339659252,15.56666667,12.10666667,15.51333333,11.60666667,17.3,9.6,17.10666667,12.3,17.9,,,9.653333334,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738216.0625,3/1/21 1:30,8.219729024,4.347909467,10.50827301,4.606165688,4.834244014,6.507228113,5.447855487,4.718696379,4.961899296,,,5.333032436,15.50666667,11.94666667,15.59333333,11.59333333,17.45333333,9.6,17.36,12.24,18.00666667,,,9.546666666,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738216.0833,3/1/21 1:59,8.17238517,4.300058381,10.59191565,4.792234757,4.987106014,6.507228113,5.455792259,4.884077692,4.893345585,,,5.465826423,15.55333333,11.90666667,15.4,11.59333333,17.49333333,9.6,17.30666667,12.30666667,18.15333333,,,9.7,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
738216.1042,3/1/21 2:30,8.108002766,4.544145987,10.77095481,4.924028285,5.001751435,6.507228113,5.57664252,4.744552579,5.018767602,,,5.515046293,15.88666667,12,15.59333333,11.64666667,17.4,9.6,17.23333333,12.34666667,17.98666667,,,9.7,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,0,0,0,0,0,1,0,0,0,,,0
