Time,CTR,PVE,WPT
3-Feb-2021,13.62183333,13.65508333,NaN
4-Feb-2021,13.49833333,13.51546875,NaN
5-Feb-2021,13.78990625,13.78546875,NaN
6-Feb-2021,13.52255208,13.81561458,NaN
7-Feb-2021,13.68679167,13.81359375,NaN
8-Feb-2021,13.90796875,13.94370833,NaN
9-Feb-2021,14.28848958,14.28663542,NaN
10-Feb-2021,14.131,14.30064583,NaN
11-Feb-2021,14.11589583,14.15661458,NaN
12-Feb-2021,14.26761458,14.25742708,NaN
13-Feb-2021,13.505125,13.46321875,NaN
14-Feb-2021,13.78086458,13.73122917,NaN
15-Feb-2021,13.20846875,13.08996875,NaN
16-Feb-2021,13.55646875,13.66517708,NaN
17-Feb-2021,13.14410417,13.36532292,NaN
18-Feb-2021,12.98960417,13.38201042,NaN
19-Feb-2021,13.39023958,13.59798958,NaN
20-Feb-2021,13.53461458,13.52886458,NaN
21-Feb-2021,13.20651042,12.69803125,NaN
22-Feb-2021,12.97957292,12.71688542,NaN
23-Feb-2021,13.09680208,12.60076042,NaN
24-Feb-2021,13.81836458,13.57095833,NaN
25-Feb-2021,14.20565625,14.11370833,NaN
26-Feb-2021,13.5434375,13.46721875,NaN
27-Feb-2021,13.784875,13.66496875,NaN
28-Feb-2021,13.62889583,13.72321875,NaN
1-Mar-2021,13.70582292,14.18265625,NaN
2-Mar-2021,14.05986458,14.34533333,NaN
3-Mar-2021,13.8768125,14.03341667,NaN
4-Mar-2021,13.842875,14.2095,NaN
5-Mar-2021,13.92779167,14.00010417,NaN
6-Mar-2021,13.7146875,13.59655208,NaN
7-Mar-2021,14.27645833,14.1540625,NaN
8-Mar-2021,14.35836458,14.33015625,NaN
9-Mar-2021,14.16455208,13.65859375,NaN
10-Mar-2021,12.70277083,11.89289583,NaN
11-Mar-2021,12.19635417,11.94421875,NaN
12-Mar-2021,12.32648958,12.358,NaN
13-Mar-2021,12.32915625,12.27207292,NaN
14-Mar-2021,12.52071875,12.47947917,NaN
15-Mar-2021,12.63359375,12.40039583,NaN
16-Mar-2021,11.74151042,11.58721875,NaN
17-Mar-2021,11.60847917,11.62415625,NaN
18-Mar-2021,11.75383333,11.90663542,NaN
19-Mar-2021,11.48095833,11.57301042,NaN
20-Mar-2021,11.52055208,11.67536458,NaN
21-Mar-2021,11.6974375,12.07138542,NaN
22-Mar-2021,11.76815625,11.96591667,NaN
23-Mar-2021,12.48484375,12.36561458,NaN
24-Mar-2021,11.50128125,11.40048958,NaN
25-Mar-2021,11.92359375,12.02267708,NaN
26-Mar-2021,11.98321875,11.72739583,NaN
27-Mar-2021,12.12025,12.16104167,NaN
28-Mar-2021,12.01672917,12.14415625,NaN
29-Mar-2021,12.23655208,12.14979167,NaN
30-Mar-2021,12.54370833,12.16836458,NaN
31-Mar-2021,12.86590625,13.02369792,NaN
1-Apr-2021,12.93815625,12.98264583,NaN
2-Apr-2021,13.11664583,13.22759375,NaN
3-Apr-2021,13.81111458,13.97133333,NaN
4-Apr-2021,14.08860417,13.80095833,NaN
5-Apr-2021,13.84453125,13.98545833,NaN
6-Apr-2021,14.60134375,14.67235417,NaN
7-Apr-2021,14.76485417,14.5626875,NaN
8-Apr-2021,14.92184375,13.0020625,NaN
9-Apr-2021,14.21496875,12.52167708,NaN
10-Apr-2021,12.9468125,12.59584375,NaN
11-Apr-2021,13.46965625,13.73534375,NaN
12-Apr-2021,14.57609375,14.2593125,NaN
13-Apr-2021,14.632875,14.60755208,NaN
14-Apr-2021,14.76278125,14.56364583,NaN
15-Apr-2021,14.48735417,14.62366667,NaN
16-Apr-2021,14.4814375,14.48653125,NaN
17-Apr-2021,15.05911458,14.93963542,NaN
18-Apr-2021,14.6898125,14.84257292,NaN
19-Apr-2021,14.21177083,13.40683333,NaN
20-Apr-2021,14.08305208,13.23754167,NaN
21-Apr-2021,15.38165625,15.188,NaN
22-Apr-2021,15.55342708,13.68796875,NaN
23-Apr-2021,14.61371875,12.90738542,NaN
24-Apr-2021,13.4051875,12.66365625,NaN
25-Apr-2021,12.54278125,12.70697917,NaN
26-Apr-2021,12.27713542,12.20845833,NaN
27-Apr-2021,11.6326875,11.64997917,NaN
28-Apr-2021,12.19145833,12.43091667,NaN
29-Apr-2021,12.61086458,12.892375,NaN
30-Apr-2021,13.12989583,13.45360417,NaN
1-May-2021,13.918125,13.5063125,NaN
2-May-2021,15.01429167,14.85925,NaN
3-May-2021,15.59175,15.21497917,NaN
4-May-2021,15.94769792,15.02667708,NaN
5-May-2021,15.833625,14.35063542,NaN
6-May-2021,15.8040625,14.00141667,NaN
7-May-2021,15.61954167,13.90216667,NaN
8-May-2021,14.8543125,14.92978125,NaN
9-May-2021,15.79901042,15.783375,NaN
10-May-2021,16.04905208,16.27559375,NaN
11-May-2021,15.96982292,16.31447917,NaN
12-May-2021,15.98446875,16.6174375,NaN
13-May-2021,15.466875,15.2008125,NaN
14-May-2021,15.15622917,15.05773958,NaN
15-May-2021,15.7868125,14.91264583,NaN
16-May-2021,15.55579167,14.80283333,NaN
17-May-2021,14.81551042,14.48939583,NaN
18-May-2021,15.25939583,14.13635417,NaN
19-May-2021,14.54285417,13.91857292,NaN
20-May-2021,14.690125,14.5175,NaN
21-May-2021,15.21092708,15.03035417,NaN
22-May-2021,13.3006875,13.57245833,NaN
23-May-2021,14.66323958,14.70294792,NaN
24-May-2021,13.45261458,13.77354167,NaN
25-May-2021,13.18991667,13.05860417,NaN
26-May-2021,14.35782292,14.08041667,NaN
27-May-2021,15.93119792,14.92513542,NaN
28-May-2021,16.40107292,15.04908333,NaN
29-May-2021,15.369125,14.49202083,NaN
30-May-2021,15.44533333,15.12976042,NaN
31-May-2021,16.01896875,16.06058333,NaN
1-Jun-2021,15.86911458,15.930625,NaN
2-Jun-2021,15.56308333,15.40357292,NaN
3-Jun-2021,15.25582292,15.40863542,NaN
4-Jun-2021,16.17832292,16.37788542,NaN
5-Jun-2021,16.50922917,16.50042708,NaN
6-Jun-2021,16.69772917,16.64033333,NaN
7-Jun-2021,17.30689583,17.16517708,NaN
8-Jun-2021,17.023,17.6053125,NaN
9-Jun-2021,17.17278125,17.0559375,NaN
10-Jun-2021,15.49651042,14.95179167,NaN
11-Jun-2021,16.00035417,15.76292708,NaN
12-Jun-2021,15.34004167,14.80007292,NaN
13-Jun-2021,15.02516667,14.71229167,NaN
14-Jun-2021,14.35064583,14.00428125,NaN
15-Jun-2021,13.10457292,13.09795833,NaN
16-Jun-2021,14.04153125,14.13901042,NaN
17-Jun-2021,17.42188542,16.419375,NaN
18-Jun-2021,18.01564583,17.74410417,NaN
19-Jun-2021,17.73208333,17.2035625,NaN
20-Jun-2021,16.70792708,15.97140625,NaN
21-Jun-2021,17.26904167,16.3474375,NaN
22-Jun-2021,17.06444792,16.71953125,NaN
23-Jun-2021,16.38826042,14.91235417,NaN
24-Jun-2021,14.44935417,13.74569792,NaN
25-Jun-2021,13.31263542,13.26359375,NaN
26-Jun-2021,14.31351042,14.38728125,NaN
27-Jun-2021,16.23871875,16.11094792,NaN
28-Jun-2021,17.00080208,16.88404167,NaN
29-Jun-2021,17.49391667,17.79330208,NaN
30-Jun-2021,17.80615625,18.10486458,NaN
1-Jul-2021,17.96380208,18.11523958,NaN
2-Jul-2021,17.13872917,17.24423958,NaN
3-Jul-2021,17.34416667,17.12216667,NaN
4-Jul-2021,15.70888542,16.03578125,NaN
5-Jul-2021,16.58307292,16.39798958,NaN
6-Jul-2021,17.48577083,17.10588542,NaN
7-Jul-2021,17.518375,17.14767708,NaN
8-Jul-2021,17.75136458,17.36742708,NaN
9-Jul-2021,17.95771875,17.38936458,NaN
10-Jul-2021,16.99196875,16.50477083,NaN
11-Jul-2021,16.399875,15.23765625,NaN
12-Jul-2021,15.83652083,15.33067708,NaN
13-Jul-2021,16.34940625,15.42105208,NaN
14-Jul-2021,15.461375,15.58569792,NaN
15-Jul-2021,16.56819792,16.48052083,NaN
16-Jul-2021,15.73892708,15.6613125,NaN
17-Jul-2021,14.87915625,14.74819792,NaN
18-Jul-2021,14.145125,14.53202083,NaN
19-Jul-2021,NaN,NaN,NaN
20-Jul-2021,NaN,NaN,NaN
21-Jul-2021,NaN,NaN,NaN
22-Jul-2021,NaN,NaN,NaN
23-Jul-2021,NaN,NaN,NaN
24-Jul-2021,NaN,NaN,NaN
25-Jul-2021,NaN,NaN,NaN
26-Jul-2021,NaN,NaN,NaN
27-Jul-2021,NaN,NaN,NaN
28-Jul-2021,NaN,NaN,NaN
29-Jul-2021,NaN,NaN,NaN
30-Jul-2021,NaN,NaN,NaN
31-Jul-2021,NaN,NaN,NaN
1-Aug-2021,NaN,NaN,NaN
2-Aug-2021,NaN,NaN,NaN
3-Aug-2021,NaN,NaN,NaN
4-Aug-2021,NaN,NaN,NaN
5-Aug-2021,NaN,NaN,NaN
6-Aug-2021,NaN,NaN,NaN
7-Aug-2021,NaN,NaN,NaN
8-Aug-2021,NaN,NaN,NaN
9-Aug-2021,NaN,NaN,NaN
10-Aug-2021,NaN,NaN,NaN
11-Aug-2021,NaN,NaN,NaN
12-Aug-2021,NaN,NaN,NaN
13-Aug-2021,NaN,NaN,NaN
14-Aug-2021,NaN,NaN,NaN
15-Aug-2021,NaN,NaN,NaN
16-Aug-2021,NaN,NaN,NaN
17-Aug-2021,NaN,NaN,NaN
18-Aug-2021,NaN,NaN,NaN
19-Aug-2021,NaN,NaN,NaN
20-Aug-2021,NaN,NaN,NaN
21-Aug-2021,NaN,NaN,NaN
22-Aug-2021,NaN,NaN,NaN
23-Aug-2021,NaN,NaN,NaN
24-Aug-2021,NaN,NaN,NaN
25-Aug-2021,NaN,NaN,NaN
26-Aug-2021,NaN,NaN,NaN
27-Aug-2021,NaN,NaN,NaN
28-Aug-2021,NaN,NaN,NaN
29-Aug-2021,NaN,NaN,NaN
30-Aug-2021,NaN,NaN,NaN
31-Aug-2021,NaN,NaN,NaN
1-Sep-2021,NaN,NaN,NaN
2-Sep-2021,NaN,NaN,NaN
3-Sep-2021,NaN,NaN,NaN
4-Sep-2021,NaN,NaN,NaN
5-Sep-2021,NaN,NaN,NaN
6-Sep-2021,NaN,NaN,NaN
7-Sep-2021,NaN,NaN,NaN
8-Sep-2021,NaN,NaN,NaN
9-Sep-2021,NaN,NaN,NaN
10-Sep-2021,NaN,NaN,NaN
11-Sep-2021,NaN,NaN,NaN
12-Sep-2021,NaN,NaN,NaN
13-Sep-2021,NaN,NaN,NaN
14-Sep-2021,NaN,NaN,NaN
