Time,CTR,PVE,WPT
4-Jul-2019,17.69930833,NaN,16.55620741
5-Jul-2019,17.45499583,NaN,16.63887929
6-Jul-2019,17.29867292,NaN,16.59596262
7-Jul-2019,17.88655312,NaN,17.58892616
8-Jul-2019,19.03895417,NaN,17.79477512
9-Jul-2019,18.68720417,NaN,17.21465012
10-Jul-2019,17.54704792,NaN,16.36849387
11-Jul-2019,16.97068854,NaN,15.44538971
12-Jul-2019,16.38316771,NaN,15.61420221
13-Jul-2019,16.41491771,NaN,15.82258241
14-Jul-2019,16.41757396,NaN,16.05808241
15-Jul-2019,15.7576,NaN,15.42279596
16-Jul-2019,15.82127188,NaN,16.4415095
17-Jul-2019,17.827975,NaN,17.70376471
18-Jul-2019,18.86943333,NaN,18.05683762
19-Jul-2019,18.60592813,NaN,17.0017595
20-Jul-2019,18.18467812,NaN,16.68999908
21-Jul-2019,16.65392813,NaN,15.71361887
22-Jul-2019,14.84770937,NaN,14.49391575
23-Jul-2019,14.28110521,NaN,13.92405637
24-Jul-2019,13.44461042,NaN,13.58085846
25-Jul-2019,14.68237083,NaN,14.47686887
26-Jul-2019,15.48435,NaN,14.88851991
27-Jul-2019,16.12506354,NaN,15.42736887
28-Jul-2019,16.33386042,NaN,15.46884804
29-Jul-2019,17.17083958,NaN,16.01209804
30-Jul-2019,18.23331875,NaN,16.13733241
31-Jul-2019,18.7125375,NaN,16.04706158
1-Aug-2019,17.75281354,NaN,16.02923346
2-Aug-2019,15.34344896,NaN,15.08131158
3-Aug-2019,15.29740208,NaN,14.9353845
4-Aug-2019,14.8959125,NaN,14.86142096
5-Aug-2019,14.39396458,NaN,14.52054596
6-Aug-2019,13.61498542,NaN,12.917697
7-Aug-2019,12.89839167,NaN,12.91391054
8-Aug-2019,13.54983958,NaN,14.0541345
9-Aug-2019,14.04742292,NaN,14.49870741
10-Aug-2019,14.76129271,NaN,15.26588971
11-Aug-2019,15.76517812,NaN,15.9016345
12-Aug-2019,17.22808437,NaN,16.67748866
13-Aug-2019,18.22171979,NaN,16.17385325
14-Aug-2019,18.26700104,NaN,14.98613971
15-Aug-2019,18.22999063,NaN,14.96171783
16-Aug-2019,17.427475,NaN,15.16838971
17-Aug-2019,17.88008958,NaN,15.63079596
18-Aug-2019,17.44439687,NaN,16.46262408
19-Aug-2019,16.50476667,NaN,16.04783762
20-Aug-2019,16.42307917,NaN,15.00484283
21-Aug-2019,15.70993854,NaN,14.47483241
22-Aug-2019,16.71507917,NaN,14.80567096
23-Aug-2019,17.94300104,NaN,16.53800429
24-Aug-2019,18.52889687,NaN,16.64437929
25-Aug-2019,17.51818854,NaN,17.228947
26-Aug-2019,17.27961042,NaN,16.38534283
27-Aug-2019,17.42226146,NaN,16.36551991
28-Aug-2019,17.87495937,NaN,16.62868658
29-Aug-2019,18.24105312,NaN,17.17254596
30-Aug-2019,17.02658437,NaN,17.01215012
31-Aug-2019,16.66238646,NaN,16.8753845
1-Sep-2019,16.51695417,NaN,15.86548866
2-Sep-2019,17.66108437,NaN,16.50626991
3-Sep-2019,17.87464167,NaN,17.07197304
4-Sep-2019,17.81068333,NaN,16.66753033
5-Sep-2019,17.52286562,NaN,16.40454596
6-Sep-2019,17.48693333,NaN,16.37015012
7-Sep-2019,17.23186042,NaN,16.68895741
8-Sep-2019,17.52888646,NaN,16.72660846
9-Sep-2019,18.17049583,NaN,17.55723346
10-Sep-2019,19.64808958,NaN,19.02447825
11-Sep-2019,20.88471979,NaN,20.35388971
12-Sep-2019,20.07077187,NaN,19.2095095
13-Sep-2019,17.91486042,NaN,17.15750429
14-Sep-2019,17.09111562,NaN,17.42565012
15-Sep-2019,18.22969375,NaN,17.07280116
16-Sep-2019,17.45924583,NaN,16.97215533
17-Sep-2019,17.98511562,NaN,17.53798346
18-Sep-2019,18.85944375,NaN,17.90953554
19-Sep-2019,19.18814687,NaN,18.59630116
20-Sep-2019,19.28735521,NaN,18.76028033
21-Sep-2019,19.39974063,NaN,18.89465533
22-Sep-2019,18.77854271,NaN,18.27165012
23-Sep-2019,18.94252187,NaN,18.17355637
24-Sep-2019,18.34005833,NaN,18.27390012
25-Sep-2019,16.65682917,NaN,16.58429596
26-Sep-2019,20.20724583,NaN,20.15576471
27-Sep-2019,21.19790729,NaN,19.42120221
28-Sep-2019,20.34326146,NaN,18.44134804
29-Sep-2019,20.02956875,NaN,17.69669179
30-Sep-2019,20.1401625,NaN,17.72982721
1-Oct-2019,18.61086042,NaN,16.69731158
2-Oct-2019,18.74896458,NaN,16.83737929
3-Oct-2019,17.44011563,NaN,16.62244179
4-Oct-2019,15.55338125,NaN,16.08672825
5-Oct-2019,16.04121979,NaN,16.86889491
6-Oct-2019,17.01025104,NaN,16.98589491
7-Oct-2019,15.94075104,NaN,16.52896262
8-Oct-2019,15.28782917,NaN,15.41261887
9-Oct-2019,16.3319125,NaN,15.92952512
10-Oct-2019,17.28877187,NaN,17.08986366
11-Oct-2019,18.31457396,NaN,17.29180637
12-Oct-2019,18.68180313,NaN,17.42973866
13-Oct-2019,18.03598021,NaN,16.65543137
14-Oct-2019,17.29394375,NaN,16.59332721
15-Oct-2019,16.71249062,NaN,16.51831158
16-Oct-2019,15.99609479,NaN,16.27733762
17-Oct-2019,16.38093333,NaN,16.27167096
18-Oct-2019,17.07044375,NaN,16.83390012
19-Oct-2019,16.99416771,NaN,16.87495221
20-Oct-2019,18.0161625,NaN,17.54240533
21-Oct-2019,17.70329792,NaN,16.96891054
22-Oct-2019,17.31199583,NaN,17.31886887
23-Oct-2019,17.10099062,NaN,17.38343658
24-Oct-2019,17.84967292,NaN,18.04542616
25-Oct-2019,18.2307875,NaN,17.809947
26-Oct-2019,18.02208437,NaN,16.90674908
27-Oct-2019,18.72568333,NaN,17.79792616
28-Oct-2019,18.49044896,NaN,18.06018658
29-Oct-2019,18.87499583,NaN,18.02971783
30-Oct-2019,17.86339688,NaN,18.09521262
31-Oct-2019,17.82627188,NaN,18.00095221
1-Nov-2019,17.88019896,NaN,17.57741054
2-Nov-2019,17.54649583,NaN,17.46183241
3-Nov-2019,18.18865208,NaN,16.98555637
4-Nov-2019,17.859975,NaN,17.15868137
5-Nov-2019,17.12103229,NaN,16.21446262
6-Nov-2019,16.32538125,NaN,16.44766575
7-Nov-2019,17.23413125,NaN,16.98318658
8-Nov-2019,17.88651146,NaN,17.41503033
9-Nov-2019,17.95930312,NaN,17.6683845
10-Nov-2019,18.07425625,NaN,17.56606679
11-Nov-2019,18.31067292,NaN,17.66372825
12-Nov-2019,18.22296979,NaN,17.13705637
13-Nov-2019,17.63162083,NaN,16.43160325
14-Nov-2019,17.35224063,NaN,16.86003033
15-Nov-2019,17.14112604,NaN,16.62526991
16-Nov-2019,16.98335,NaN,16.76528554
17-Nov-2019,16.98417813,NaN,17.18160325
18-Nov-2019,17.80729271,NaN,17.67219179
19-Nov-2019,17.95299062,NaN,17.82583241
20-Nov-2019,18.52794375,NaN,17.47342616
21-Nov-2019,17.97914167,NaN,16.78367616
22-Nov-2019,18.20432396,NaN,17.41509283
23-Nov-2019,17.80875104,NaN,17.59596262
24-Nov-2019,17.81027708,NaN,17.73774387
25-Nov-2019,18.18589167,NaN,17.34844179
26-Nov-2019,17.89283958,NaN,17.24217616
27-Nov-2019,17.48601146,NaN,17.12641575
28-Nov-2019,16.42869375,NaN,16.78417096
29-Nov-2019,16.64452188,NaN,17.02195221
30-Nov-2019,16.72293333,NaN,16.86231679
1-Dec-2019,16.66292292,NaN,16.82581158
2-Dec-2019,16.77699583,NaN,16.65398866
3-Dec-2019,16.97305312,NaN,16.81884283
4-Dec-2019,17.01369896,NaN,16.789822
5-Dec-2019,17.19695417,NaN,17.01746783
6-Dec-2019,17.48809479,NaN,17.00926471
7-Dec-2019,17.53677708,NaN,17.17724387
8-Dec-2019,17.59675625,NaN,17.21446262
9-Dec-2019,17.47154271,NaN,17.08536887
10-Dec-2019,17.39600104,NaN,17.04005637
11-Dec-2019,17.34291771,NaN,17.04402512
12-Dec-2019,17.34687604,NaN,16.84340012
13-Dec-2019,17.33570937,NaN,16.62003554
14-Dec-2019,17.199725,NaN,16.76411366
15-Dec-2019,16.49446979,NaN,15.97765012
16-Dec-2019,14.73949583,NaN,14.44245741
17-Dec-2019,14.69593333,NaN,15.16903033
18-Dec-2019,14.9385375,NaN,15.48246262
19-Dec-2019,15.38649583,NaN,15.51580637
20-Dec-2019,15.79664687,NaN,15.67506158
21-Dec-2019,16.01168333,NaN,15.61228554
22-Dec-2019,16.15576667,NaN,15.56940012
23-Dec-2019,16.09812604,NaN,15.76459804
24-Dec-2019,16.009725,NaN,15.69635325
25-Dec-2019,15.86048542,NaN,15.65001471
26-Dec-2019,15.88112083,NaN,15.69232721
27-Dec-2019,15.80613125,NaN,15.63134283
28-Dec-2019,15.98119896,NaN,15.70775429
29-Dec-2019,15.99669375,NaN,15.89926991
30-Dec-2019,16.11910521,NaN,15.99215533
31-Dec-2019,16.01123542,NaN,15.98328033
1-Jan-2020,16.1041625,NaN,15.88629596
2-Jan-2020,16.2349125,NaN,15.85570221
3-Jan-2020,16.31103229,NaN,15.7843845
4-Jan-2020,16.24583958,NaN,15.90376991
5-Jan-2020,16.24735,NaN,15.85151471
6-Jan-2020,16.24349583,NaN,15.85446262
7-Jan-2020,16.03342292,NaN,15.70230116
8-Jan-2020,16.04740729,NaN,15.75462408
9-Jan-2020,16.17430313,NaN,15.64066575
10-Jan-2020,16.04158437,NaN,15.60497304
11-Jan-2020,16.04742292,NaN,15.70481158
12-Jan-2020,16.02116771,NaN,15.6868845
13-Jan-2020,15.93296458,NaN,15.68591054
14-Jan-2020,16.06633437,NaN,15.65803554
15-Jan-2020,16.12338125,NaN,15.46555637
16-Jan-2020,16.030975,NaN,15.20278033
17-Jan-2020,15.87932917,NaN,15.30881679
18-Jan-2020,15.77285,NaN,15.46261887
19-Jan-2020,15.76542292,NaN,15.32546262
20-Jan-2020,16.00914687,NaN,15.57555116
21-Jan-2020,16.02458438,NaN,15.98487408
22-Jan-2020,16.31096979,NaN,15.8326345
23-Jan-2020,16.38718333,NaN,15.86804075
24-Jan-2020,16.31659479,NaN,15.69236366
25-Jan-2020,16.56412604,NaN,15.87937408
26-Jan-2020,16.568975,NaN,15.92970741
27-Jan-2020,16.1831625,NaN,15.58249908
28-Jan-2020,16.10712604,NaN,15.45258241
29-Jan-2020,15.90217292,NaN,15.27569179
30-Jan-2020,15.68287083,NaN,15.57094179
31-Jan-2020,16.16187083,NaN,15.75456679
1-Feb-2020,16.23942292,NaN,15.70228554
2-Feb-2020,16.32949063,NaN,15.35340533
3-Feb-2020,15.65132917,NaN,14.8042595
4-Feb-2020,13.58380833,NaN,13.73956158
5-Feb-2020,14.46480833,NaN,14.86746783
6-Feb-2020,15.02135,NaN,15.11304596
7-Feb-2020,15.40488646,NaN,15.10811887
8-Feb-2020,15.62148542,NaN,15.08560325
9-Feb-2020,15.55050104,NaN,14.95979596
10-Feb-2020,15.55858958,NaN,15.00659804
11-Feb-2020,15.51928229,NaN,15.05509804
12-Feb-2020,15.44044896,NaN,15.02690533
13-Feb-2020,15.49860521,NaN,15.26501991
14-Feb-2020,15.40640729,NaN,15.24464491
15-Feb-2020,15.44385,NaN,15.16692616
16-Feb-2020,15.375475,NaN,15.048447
17-Feb-2020,15.32323542,NaN,15.1637595
18-Feb-2020,15.41200104,NaN,15.24500429
19-Feb-2020,15.48820938,NaN,15.21353554
20-Feb-2020,15.73053229,NaN,15.21325429
21-Feb-2020,15.92100625,NaN,15.48148866
22-Feb-2020,16.28324583,NaN,15.86699908
23-Feb-2020,16.10763125,NaN,15.81024908
24-Feb-2020,15.71618854,NaN,15.25704596
25-Feb-2020,15.80819896,NaN,15.25047825
26-Feb-2020,15.60898021,NaN,15.00398866
27-Feb-2020,15.60757396,NaN,14.93153033
28-Feb-2020,15.72902188,NaN,15.41930116
29-Feb-2020,16.09182619,NaN,15.88628033
1-Mar-2020,NaN,NaN,16.06606158
2-Mar-2020,NaN,NaN,15.87692616
3-Mar-2020,NaN,NaN,15.45830116
4-Mar-2020,15.68,NaN,15.59480116
5-Mar-2020,15.87222917,NaN,15.95884283
6-Mar-2020,15.6304375,NaN,15.27114491
7-Mar-2020,14.97432292,NaN,15.45892096
8-Mar-2020,15.0760625,NaN,15.14695741
9-Mar-2020,15.28023958,NaN,15.40837408
10-Mar-2020,15.55290625,NaN,15.71671262
11-Mar-2020,15.81246875,NaN,16.01783241
12-Mar-2020,15.97533333,NaN,16.24473346
13-Mar-2020,15.84313542,NaN,16.28890533
14-Mar-2020,15.75977083,NaN,16.28051991
15-Mar-2020,15.98166667,NaN,16.35384283
16-Mar-2020,16.07075,NaN,16.40318658
17-Mar-2020,16.04679167,NaN,16.39965533
18-Mar-2020,16.01208333,NaN,16.32532721
19-Mar-2020,15.58752083,NaN,15.43214041
20-Mar-2020,14.99755208,NaN,NaN
21-Mar-2020,15.593625,NaN,NaN
22-Mar-2020,15.5945625,NaN,NaN
23-Mar-2020,15.81332292,NaN,NaN
24-Mar-2020,15.45332292,NaN,NaN
25-Mar-2020,14.93903125,NaN,NaN
26-Mar-2020,14.73305208,NaN,NaN
27-Mar-2020,14.74179167,NaN,NaN
28-Mar-2020,14.542125,NaN,NaN
29-Mar-2020,14.38314583,NaN,NaN
30-Mar-2020,13.98326042,NaN,NaN
31-Mar-2020,13.53832292,NaN,NaN
1-Apr-2020,13.43933333,NaN,NaN
2-Apr-2020,14.44411458,NaN,NaN
3-Apr-2020,14.95259375,NaN,NaN
4-Apr-2020,15.2613125,NaN,NaN
5-Apr-2020,15.45128125,NaN,NaN
6-Apr-2020,15.50997917,NaN,NaN
7-Apr-2020,15.32895833,NaN,NaN
8-Apr-2020,15.49408333,NaN,NaN
9-Apr-2020,15.30807292,NaN,NaN
10-Apr-2020,15.54801042,NaN,NaN
11-Apr-2020,15.64033333,NaN,NaN
12-Apr-2020,15.6294375,NaN,NaN
13-Apr-2020,15.39561458,NaN,NaN
14-Apr-2020,14.80701042,NaN,NaN
15-Apr-2020,13.938625,NaN,NaN
16-Apr-2020,14.61434375,NaN,NaN
17-Apr-2020,15.22807292,NaN,NaN
18-Apr-2020,14.56934375,NaN,NaN
19-Apr-2020,13.12227083,NaN,NaN
20-Apr-2020,12.74844792,NaN,NaN
21-Apr-2020,12.24305208,NaN,NaN
22-Apr-2020,13.09246875,NaN,NaN
23-Apr-2020,12.95315625,NaN,NaN
24-Apr-2020,13.10661458,NaN,NaN
25-Apr-2020,12.73869792,NaN,NaN
26-Apr-2020,13.96896875,NaN,NaN
27-Apr-2020,13.940375,NaN,NaN
28-Apr-2020,13.45026042,NaN,NaN
29-Apr-2020,14.22088542,NaN,NaN
30-Apr-2020,14.61645833,NaN,NaN
1-May-2020,15.45755208,NaN,NaN
2-May-2020,15.49808333,NaN,NaN
3-May-2020,15.40235417,NaN,NaN
4-May-2020,15.4710625,NaN,NaN
5-May-2020,15.52329167,NaN,NaN
6-May-2020,15.16027083,NaN,NaN
7-May-2020,15.78233333,NaN,NaN
8-May-2020,16.47573958,NaN,NaN
9-May-2020,17.41804167,NaN,NaN
10-May-2020,16.46680208,NaN,NaN
11-May-2020,14.52373958,NaN,NaN
12-May-2020,13.62580208,NaN,NaN
13-May-2020,14.45316667,NaN,NaN
14-May-2020,14.454625,NaN,NaN
15-May-2020,14.3048125,NaN,NaN
16-May-2020,14.83167708,NaN,NaN
17-May-2020,15.818875,NaN,NaN
18-May-2020,15.94273958,NaN,NaN
19-May-2020,13.52015625,NaN,NaN
20-May-2020,12.16511458,NaN,NaN
21-May-2020,12.30304167,NaN,NaN
22-May-2020,12.53925,NaN,NaN
23-May-2020,12.71190625,NaN,NaN
24-May-2020,13.56953125,NaN,NaN
25-May-2020,13.42635417,NaN,NaN
26-May-2020,13.72395833,NaN,NaN
27-May-2020,14.39717708,NaN,NaN
28-May-2020,14.75692708,NaN,NaN
29-May-2020,14.9473125,NaN,NaN
30-May-2020,15.08277083,NaN,NaN
31-May-2020,14.72757292,NaN,NaN
1-Jun-2020,13.87067708,NaN,NaN
2-Jun-2020,12.8060625,NaN,NaN
3-Jun-2020,12.66176042,NaN,NaN
4-Jun-2020,14.74432292,NaN,NaN
5-Jun-2020,17.50854167,NaN,NaN
6-Jun-2020,16.75710417,NaN,NaN
7-Jun-2020,15.08519792,NaN,NaN
8-Jun-2020,13.88679167,NaN,NaN
9-Jun-2020,13.16083333,NaN,NaN
10-Jun-2020,13.31117708,NaN,NaN
11-Jun-2020,13.66678125,NaN,NaN
12-Jun-2020,13.36496875,NaN,NaN
13-Jun-2020,14.47261458,NaN,NaN
14-Jun-2020,15.04188542,NaN,NaN
15-Jun-2020,16.09798958,NaN,NaN
16-Jun-2020,16.79627083,NaN,NaN
17-Jun-2020,17.99742708,NaN,NaN
18-Jun-2020,18.26408333,NaN,NaN
19-Jun-2020,18.98055208,NaN,NaN
20-Jun-2020,18.10132292,NaN,NaN
21-Jun-2020,16.28288542,NaN,NaN
22-Jun-2020,16.6766875,NaN,NaN
23-Jun-2020,16.36586458,NaN,NaN
24-Jun-2020,16.34722917,NaN,NaN
25-Jun-2020,16.11597917,NaN,NaN
26-Jun-2020,15.94170833,NaN,NaN
27-Jun-2020,15.11978125,NaN,NaN
28-Jun-2020,15.6556875,NaN,NaN
29-Jun-2020,16.21209375,NaN,NaN
30-Jun-2020,16.60894792,NaN,NaN
1-Jul-2020,16.75698958,NaN,NaN
2-Jul-2020,17.18822917,NaN,NaN
3-Jul-2020,16.73183333,NaN,NaN
4-Jul-2020,16.27313542,NaN,NaN
5-Jul-2020,16.21641667,NaN,NaN
6-Jul-2020,17.57395833,NaN,NaN
7-Jul-2020,18.469,NaN,NaN
8-Jul-2020,18.39173958,NaN,NaN
9-Jul-2020,17.64552083,NaN,NaN
10-Jul-2020,15.5046875,NaN,NaN
11-Jul-2020,13.44841667,NaN,NaN
12-Jul-2020,12.85133333,NaN,NaN
13-Jul-2020,13.63069792,NaN,NaN
14-Jul-2020,14.02422917,NaN,NaN
15-Jul-2020,15.1999375,NaN,NaN
16-Jul-2020,15.54565625,NaN,NaN
17-Jul-2020,14.29680208,NaN,NaN
18-Jul-2020,13.297875,NaN,NaN
19-Jul-2020,12.25165625,NaN,NaN
20-Jul-2020,11.92997917,NaN,NaN
21-Jul-2020,12.88459375,NaN,NaN
22-Jul-2020,13.0709375,NaN,NaN
23-Jul-2020,13.408,NaN,NaN
24-Jul-2020,13.74392708,NaN,NaN
25-Jul-2020,14.01696875,NaN,NaN
26-Jul-2020,14.12673958,NaN,NaN
27-Jul-2020,14.18635417,NaN,NaN
28-Jul-2020,14.64115625,NaN,NaN
29-Jul-2020,15.3086875,NaN,NaN
30-Jul-2020,14.16252083,NaN,NaN
31-Jul-2020,12.8995,NaN,NaN
1-Aug-2020,12.09353125,NaN,NaN
2-Aug-2020,14.18564583,NaN,NaN
3-Aug-2020,14.95717708,NaN,NaN
4-Aug-2020,15.27745833,NaN,NaN
5-Aug-2020,15.20557292,NaN,NaN
6-Aug-2020,14.917,NaN,NaN
7-Aug-2020,15.87108333,NaN,NaN
8-Aug-2020,15.56645833,NaN,NaN
9-Aug-2020,14.24141667,NaN,NaN
10-Aug-2020,13.562625,NaN,NaN
11-Aug-2020,13.21919792,NaN,NaN
12-Aug-2020,12.56538542,NaN,NaN
13-Aug-2020,13.10589583,NaN,NaN
14-Aug-2020,13.718,NaN,NaN
15-Aug-2020,15.07714583,NaN,NaN
16-Aug-2020,17.19761458,NaN,NaN
17-Aug-2020,17.72711458,NaN,NaN
18-Aug-2020,17.05897917,NaN,NaN
19-Aug-2020,17.81795833,NaN,NaN
20-Aug-2020,17.89830208,NaN,NaN
21-Aug-2020,18.30584375,NaN,NaN
22-Aug-2020,18.35247917,NaN,NaN
23-Aug-2020,18.33645833,NaN,NaN
24-Aug-2020,18.2255625,NaN,NaN
25-Aug-2020,17.296375,NaN,NaN
26-Aug-2020,17.1253125,NaN,NaN
27-Aug-2020,16.83848958,NaN,NaN
28-Aug-2020,14.35603125,NaN,NaN
29-Aug-2020,13.99394792,NaN,NaN
30-Aug-2020,13.6343125,NaN,NaN
31-Aug-2020,14.44664583,NaN,NaN
1-Sep-2020,14.72773958,NaN,NaN
2-Sep-2020,15.16778125,NaN,NaN
3-Sep-2020,14.963,NaN,NaN
4-Sep-2020,14.87886458,NaN,NaN
5-Sep-2020,14.0869375,NaN,NaN
6-Sep-2020,14.32779167,NaN,NaN
7-Sep-2020,15.52094792,NaN,NaN
8-Sep-2020,18.41380208,NaN,NaN
9-Sep-2020,18.14386458,NaN,NaN
10-Sep-2020,17.47432292,NaN,NaN
11-Sep-2020,17.64484375,NaN,NaN
12-Sep-2020,17.84904167,NaN,NaN
13-Sep-2020,17.61615625,NaN,NaN
14-Sep-2020,17.4784375,NaN,NaN
15-Sep-2020,16.69569792,NaN,NaN
16-Sep-2020,14.92815625,NaN,NaN
17-Sep-2020,14.26488542,NaN,NaN
18-Sep-2020,14.69903125,NaN,NaN
19-Sep-2020,14.86457292,NaN,NaN
20-Sep-2020,15.01039583,14.96404167,NaN
21-Sep-2020,15.65932292,15.25298958,NaN
22-Sep-2020,15.88496875,15.59582292,NaN
23-Sep-2020,15.698375,15.69611458,NaN
24-Sep-2020,16.20827083,15.78626042,NaN
25-Sep-2020,16.83633333,16.76377083,NaN
26-Sep-2020,17.62411458,17.71625,NaN
27-Sep-2020,17.83713542,18.06909375,NaN
28-Sep-2020,17.85697917,18.37441667,NaN
29-Sep-2020,16.54858333,15.58516667,NaN
30-Sep-2020,14.45725,14.03305208,NaN
1-Oct-2020,16.00720833,14.90902083,NaN
2-Oct-2020,17.45998958,16.88535417,NaN
3-Oct-2020,17.70219792,17.19457292,NaN
4-Oct-2020,17.31245833,17.17889583,NaN
5-Oct-2020,17.08327083,16.8704375,NaN
6-Oct-2020,16.66211458,16.43873958,NaN
7-Oct-2020,16.29276042,16.1851875,NaN
8-Oct-2020,16.56094792,16.66761458,NaN
9-Oct-2020,16.54572917,16.5198125,NaN
10-Oct-2020,16.93852083,16.66196875,NaN
11-Oct-2020,16.83417708,16.4139375,NaN
12-Oct-2020,17.42257292,17.18990625,NaN
13-Oct-2020,17.02717708,16.99834375,NaN
14-Oct-2020,16.62330208,16.8903125,NaN
15-Oct-2020,18.33752083,18.0730625,NaN
16-Oct-2020,17.31654167,17.01113542,NaN
17-Oct-2020,18.232375,18.29309375,NaN
18-Oct-2020,18.50791667,18.81625,NaN
19-Oct-2020,17.8555625,18.42175,NaN
20-Oct-2020,17.66675,17.75338542,NaN
21-Oct-2020,17.17591667,16.71690625,NaN
22-Oct-2020,16.84191667,16.16211458,NaN
23-Oct-2020,17.35405208,17.05385417,NaN
24-Oct-2020,18.06483333,18.03452083,NaN
25-Oct-2020,18.39502083,17.92841667,NaN
26-Oct-2020,16.72477083,16.799625,NaN
27-Oct-2020,17.865875,18.25853125,NaN
28-Oct-2020,17.13997917,16.03047917,NaN
29-Oct-2020,17.15501042,16.34030208,NaN
30-Oct-2020,16.39317708,15.0458125,NaN
31-Oct-2020,15.65922917,15.3286875,NaN
1-Nov-2020,15.41878125,15.611625,NaN
2-Nov-2020,15.3460625,15.79977083,NaN
3-Nov-2020,16.03714583,15.94565625,NaN
4-Nov-2020,16.49009375,16.76720833,NaN
5-Nov-2020,16.28888542,16.68575,NaN
6-Nov-2020,16.7564375,16.60654167,NaN
7-Nov-2020,16.42327083,15.716375,NaN
8-Nov-2020,13.94123958,13.24375,NaN
9-Nov-2020,12.69270833,12.30425,NaN
10-Nov-2020,12.28629167,12.61036458,NaN
11-Nov-2020,12.72529167,13.18261458,NaN
12-Nov-2020,13.56775,13.80532292,NaN
13-Nov-2020,13.73072917,14.19817708,NaN
14-Nov-2020,14.18358333,14.18602083,NaN
15-Nov-2020,13.98766667,13.91489583,NaN
16-Nov-2020,13.70677083,13.74516667,NaN
17-Nov-2020,13.73867708,13.87744792,NaN
18-Nov-2020,13.5604375,13.69925,NaN
19-Nov-2020,13.63058333,13.80847917,NaN
20-Nov-2020,13.55442708,13.74241667,NaN
21-Nov-2020,13.68757292,13.81654167,NaN
22-Nov-2020,13.96921875,13.8131875,NaN
23-Nov-2020,14.2451875,13.79613542,NaN
24-Nov-2020,14.374125,14.29053125,NaN
25-Nov-2020,14.88164583,14.63670833,NaN
26-Nov-2020,15.48913542,14.88397917,NaN
27-Nov-2020,15.11772917,14.96879167,NaN
28-Nov-2020,15.23258333,15.07459375,NaN
29-Nov-2020,15.10704167,14.85230208,NaN
30-Nov-2020,14.92966667,14.63764583,NaN
1-Dec-2020,14.91472917,14.61973958,NaN
2-Dec-2020,15.196375,14.41627083,NaN
3-Dec-2020,15.22844792,14.64458333,NaN
4-Dec-2020,15.17375,14.65969792,NaN
5-Dec-2020,15.27722917,15.05446875,NaN
6-Dec-2020,14.959375,14.88104167,NaN
7-Dec-2020,14.50891667,14.74058333,NaN
8-Dec-2020,14.73532292,14.56486458,NaN
9-Dec-2020,14.80125,14.84155208,NaN
10-Dec-2020,14.74154167,15.18215625,NaN
11-Dec-2020,15.37184375,15.42004167,NaN
12-Dec-2020,15.05345833,15.43207292,NaN
13-Dec-2020,15.00454167,15.31151042,NaN
14-Dec-2020,15.350875,15.33346875,NaN
15-Dec-2020,14.51183333,15.08242708,NaN
16-Dec-2020,14.88192708,15.23863542,NaN
17-Dec-2020,15.2364375,15.26364583,NaN
18-Dec-2020,14.62729167,14.75420833,NaN
19-Dec-2020,14.78151042,15.09832292,NaN
20-Dec-2020,14.62870833,14.89916667,NaN
21-Dec-2020,14.554,14.80538542,NaN
22-Dec-2020,14.60095833,14.9011875,NaN
23-Dec-2020,14.94389583,15.24691667,NaN
24-Dec-2020,14.95466667,15.17822917,NaN
25-Dec-2020,14.61191667,15.36425,NaN
26-Dec-2020,15.19078125,15.37828125,NaN
27-Dec-2020,15.33508333,15.42305208,NaN
28-Dec-2020,15.59163542,15.66970833,NaN
29-Dec-2020,15.22259375,15.33929167,NaN
30-Dec-2020,14.78632292,14.85025,NaN
31-Dec-2020,14.55491667,14.60189583,NaN
1-Jan-2021,14.14970833,14.27025,NaN
2-Jan-2021,14.64973958,14.76663542,NaN
3-Jan-2021,14.74835417,14.93021875,NaN
4-Jan-2021,14.8033125,14.83430208,NaN
5-Jan-2021,14.858,14.78035417,NaN
6-Jan-2021,14.84709375,14.7125625,NaN
7-Jan-2021,14.47798958,14.5128125,NaN
8-Jan-2021,14.63173958,14.18434375,NaN
9-Jan-2021,14.28339583,14.18445833,NaN
10-Jan-2021,14.448,14.84030208,NaN
11-Jan-2021,14.76552083,14.92002083,NaN
12-Jan-2021,14.92790625,14.88411458,NaN
13-Jan-2021,14.78820833,14.65352083,NaN
14-Jan-2021,14.80629167,14.79316667,NaN
15-Jan-2021,14.69148958,14.71777083,NaN
16-Jan-2021,14.6598125,14.52872917,NaN
17-Jan-2021,15.04552083,14.86296875,NaN
18-Jan-2021,15.09126042,15.16222917,NaN
19-Jan-2021,15.41469792,15.53142708,NaN
20-Jan-2021,14.84711458,14.96291667,NaN
21-Jan-2021,14.68182292,14.96195833,NaN
22-Jan-2021,14.85307292,15.37919792,NaN
23-Jan-2021,14.99760417,14.90603125,NaN
24-Jan-2021,14.75647917,15.04870833,NaN
25-Jan-2021,14.80038542,14.98297917,NaN
26-Jan-2021,13.01154167,12.49830208,NaN
27-Jan-2021,12.37373958,13.00964583,NaN
28-Jan-2021,13.82691667,14.18267708,NaN
29-Jan-2021,13.926,14.12270833,NaN
30-Jan-2021,13.748,13.91170833,NaN
31-Jan-2021,13.852,13.93670833,NaN
1-Feb-2021,13.856,13.94865625,NaN
2-Feb-2021,13.817,13.89755208,NaN
