POP,TIMESTEP,SITE,TRT,pSurv,Ind,Deaths,AveInitialWt,WtStdev,WtSterr
S,68,HA,NC,91.66666667,11,1,29.95303636,29.16602276,8.793886739
S,69,HA,NC,91.66666667,11,1,29.95303636,29.16602276,8.793886739
S,70,HA,NC,91.66666667,11,1,29.95303636,29.16602276,8.793886739
S,71,HA,NC,91.66666667,11,1,29.95303636,29.16602276,8.793886739
S,72,HA,NC,91.66666667,11,1,29.95303636,29.16602276,8.793886739
S,73,HA,NC,91.66666667,11,1,29.95303636,29.16602276,8.793886739
S,74,HA,NC,91.66666667,11,1,29.95303636,29.16602276,8.793886739
S,75,HA,NC,91.66666667,11,1,29.95303636,29.16602276,8.793886739
S,76,HA,NC,91.66666667,11,1,29.95303636,29.16602276,8.793886739
S,77,HA,NC,91.66666667,11,1,29.95303636,29.16602276,8.793886739
S,78,HA,NC,91.66666667,11,1,29.95303636,29.16602276,8.793886739
S,79,HA,NC,91.66666667,11,1,29.95303636,29.16602276,8.793886739
S,80,HA,NC,91.66666667,11,1,29.95303636,29.16602276,8.793886739
S,81,HA,NC,91.66666667,11,1,29.95303636,29.16602276,8.793886739
S,82,HA,NC,91.66666667,11,1,29.95303636,29.16602276,8.793886739
S,83,HA,NC,91.66666667,11,1,29.95303636,29.16602276,8.793886739
S,1,HA,NF,100,12,0,38.21950833,33.12900317,9.56351945
S,2,HA,NF,100,12,0,38.21950833,33.12900317,9.56351945
S,3,HA,NF,100,12,0,38.21950833,33.12900317,9.56351945
S,4,HA,NF,100,12,0,38.21950833,33.12900317,9.56351945
S,5,HA,NF,100,12,0,38.21950833,33.12900317,9.56351945
S,6,HA,NF,100,12,0,38.21950833,33.12900317,9.56351945
S,7,HA,NF,100,12,0,38.21950833,33.12900317,9.56351945
S,8,HA,NF,100,12,0,38.21950833,33.12900317,9.56351945
S,9,HA,NF,100,12,0,38.21950833,33.12900317,9.56351945
S,10,HA,NF,100,12,0,38.21950833,33.12900317,9.56351945
S,11,HA,NF,100,12,0,38.21950833,33.12900317,9.56351945
S,12,HA,NF,100,12,0,38.21950833,33.12900317,9.56351945
S,13,HA,NF,100,12,0,38.21950833,33.12900317,9.56351945
S,14,HA,NF,100,12,0,38.21950833,33.12900317,9.56351945
S,15,HA,NF,100,12,0,38.21950833,33.12900317,9.56351945
S,16,HA,NF,100,12,0,38.21950833,33.12900317,9.56351945
S,17,HA,NF,91.66666667,11,1,37.60798182,34.67488432,10.45487099
S,18,HA,NF,91.66666667,11,1,37.60798182,34.67488432,10.45487099
S,19,HA,NF,91.66666667,11,1,37.60798182,34.67488432,10.45487099
S,20,HA,NF,91.66666667,11,1,37.60798182,34.67488432,10.45487099
S,21,HA,NF,91.66666667,11,1,37.60798182,34.67488432,10.45487099
S,22,HA,NF,91.66666667,11,1,37.60798182,34.67488432,10.45487099
S,23,HA,NF,91.66666667,11,1,37.60798182,34.67488432,10.45487099
S,24,HA,NF,91.66666667,11,1,37.60798182,34.67488432,10.45487099
S,25,HA,NF,91.66666667,11,1,37.60798182,34.67488432,10.45487099
S,26,HA,NF,91.66666667,11,1,37.60798182,34.67488432,10.45487099
S,27,HA,NF,91.66666667,11,1,37.60798182,34.67488432,10.45487099
S,28,HA,NF,91.66666667,11,1,37.60798182,34.67488432,10.45487099
S,29,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,30,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,31,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,32,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,33,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,34,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,35,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,36,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,37,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,38,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,39,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,40,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,41,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,42,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,43,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,44,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,45,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,46,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,47,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,48,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,49,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,50,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,51,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,52,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,53,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,54,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,55,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,56,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,57,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,58,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,59,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,60,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,61,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,62,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,63,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,64,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,65,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,66,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,67,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,68,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,69,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,70,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,71,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,72,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,73,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,74,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,75,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,76,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,77,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,78,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,79,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,80,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,81,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,82,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,83,HA,NF,83.33333333,10,2,37.68123,36.54964028,11.5580111
S,1,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,2,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,3,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,4,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,5,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,6,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,7,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,8,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,9,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,10,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,11,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,12,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,13,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,14,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,15,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,16,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,17,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,18,HA,SC,100,12,0,33.39003333,30.07880963,8.683004418
S,19,HA,SC,91.66666667,11,1,31.99447273,31.13679636,9.388097335
S,20,HA,SC,91.66666667,11,1,31.99447273,31.13679636,9.388097335
S,21,HA,SC,91.66666667,11,1,31.99447273,31.13679636,9.388097335
S,22,HA,SC,91.66666667,11,1,31.99447273,31.13679636,9.388097335
S,23,HA,SC,91.66666667,11,1,31.99447273,31.13679636,9.388097335
S,24,HA,SC,91.66666667,11,1,31.99447273,31.13679636,9.388097335
S,25,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,26,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,27,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,28,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,29,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,30,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,31,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,32,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,33,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,34,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,35,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,36,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,37,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,38,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,39,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,40,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,41,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,42,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,43,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,44,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,45,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,46,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,47,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,48,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,49,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,50,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,51,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,52,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,53,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,54,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,55,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,56,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,57,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,58,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,59,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,60,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,61,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,62,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,63,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,64,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,65,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,66,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,67,HA,SC,83.33333333,10,2,30.27818,32.26793764,10.20401783
S,68,HA,SC,75,9,3,26.87814444,32.26948333,10.75649444
S,69,HA,SC,75,9,3,26.87814444,32.26948333,10.75649444
S,70,HA,SC,75,9,3,26.87814444,32.26948333,10.75649444
S,71,HA,SC,75,9,3,26.87814444,32.26948333,10.75649444
S,72,HA,SC,75,9,3,26.87814444,32.26948333,10.75649444
S,73,HA,SC,75,9,3,26.87814444,32.26948333,10.75649444
S,74,HA,SC,75,9,3,26.87814444,32.26948333,10.75649444
S,75,HA,SC,66.66666667,8,4,23.02955,32.21382917,11.38930853
S,76,HA,SC,66.66666667,8,4,23.02955,32.21382917,11.38930853
S,77,HA,SC,66.66666667,8,4,23.02955,32.21382917,11.38930853
S,78,HA,SC,66.66666667,8,4,23.02955,32.21382917,11.38930853
S,79,HA,SC,66.66666667,8,4,23.02955,32.21382917,11.38930853
S,80,HA,SC,66.66666667,8,4,23.02955,32.21382917,11.38930853
S,81,HA,SC,66.66666667,8,4,23.02955,32.21382917,11.38930853
S,82,HA,SC,66.66666667,8,4,23.02955,32.21382917,11.38930853
S,83,HA,SC,66.66666667,8,4,23.02955,32.21382917,11.38930853
S,1,HA,SF,100,12,0,35.17715833,30.90536273,8.921609747
S,2,HA,SF,100,12,0,35.17715833,30.90536273,8.921609747
S,3,HA,SF,100,12,0,35.17715833,30.90536273,8.921609747
S,4,HA,SF,100,12,0,35.17715833,30.90536273,8.921609747
S,5,HA,SF,100,12,0,35.17715833,30.90536273,8.921609747
S,6,HA,SF,91.66666667,11,1,30.19325455,26.88450986,8.105984716
S,7,HA,SF,83.33333333,10,2,27.37055,26.56506896,8.400612411
S,8,HA,SF,83.33333333,10,2,27.37055,26.56506896,8.400612411
S,9,HA,SF,83.33333333,10,2,27.37055,26.56506896,8.400612411
S,10,HA,SF,83.33333333,10,2,27.37055,26.56506896,8.400612411
S,11,HA,SF,83.33333333,10,2,27.37055,26.56506896,8.400612411
S,12,HA,SF,83.33333333,10,2,27.37055,26.56506896,8.400612411
S,13,HA,SF,83.33333333,10,2,27.37055,26.56506896,8.400612411
S,14,HA,SF,83.33333333,10,2,27.37055,26.56506896,8.400612411
S,15,HA,SF,83.33333333,10,2,27.37055,26.56506896,8.400612411
S,16,HA,SF,83.33333333,10,2,27.37055,26.56506896,8.400612411
S,17,HA,SF,83.33333333,10,2,27.37055,26.56506896,8.400612411
S,18,HA,SF,83.33333333,10,2,27.37055,26.56506896,8.400612411
S,19,HA,SF,75,9,3,23.81597778,25.52982929,8.509943096
S,20,HA,SF,75,9,3,23.81597778,25.52982929,8.509943096
S,21,HA,SF,75,9,3,23.81597778,25.52982929,8.509943096
S,22,HA,SF,75,9,3,23.81597778,25.52982929,8.509943096
S,23,HA,SF,75,9,3,23.81597778,25.52982929,8.509943096
S,24,HA,SF,75,9,3,23.81597778,25.52982929,8.509943096
S,25,HA,SF,75,9,3,23.81597778,25.52982929,8.509943096
S,26,HA,SF,75,9,3,23.81597778,25.52982929,8.509943096
S,27,HA,SF,75,9,3,23.81597778,25.52982929,8.509943096
S,28,HA,SF,75,9,3,23.81597778,25.52982929,8.509943096
S,29,HA,SF,75,9,3,23.81597778,25.52982929,8.509943096
S,30,HA,SF,75,9,3,23.81597778,25.52982929,8.509943096
S,31,HA,SF,75,9,3,23.81597778,25.52982929,8.509943096
S,32,HA,SF,75,9,3,23.81597778,25.52982929,8.509943096
S,33,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,34,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,35,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,36,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,37,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,38,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,39,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,40,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,41,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,42,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,43,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,44,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,45,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,46,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,47,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,48,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,49,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,50,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,51,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,52,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,53,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,54,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,55,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,56,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,57,HA,SF,66.6666667,8,4,21.4227375,26.19102992,9.259927431
S,58,HA,SF,58.3333333,7,5,18.53841429,26.88217623,10.16050757
S,59,HA,SF,58.3333333,7,5,18.53841429,26.88217623,10.16050757
S,60,HA,SF,58.3333333,7,5,18.53841429,26.88217623,10.16050757
S,61,HA,SF,58.3333333,7,5,18.53841429,26.88217623,10.16050757
S,62,HA,SF,58.3333333,7,5,18.53841429,26.88217623,10.16050757
S,63,HA,SF,58.3333333,7,5,18.53841429,26.88217623,10.16050757
S,64,HA,SF,58.3333333,7,5,18.53841429,26.88217623,10.16050757
S,65,HA,SF,58.3333333,7,5,18.53841429,26.88217623,10.16050757
S,66,HA,SF,58.3333333,7,5,18.53841429,26.88217623,10.16050757
S,67,HA,SF,58.3333333,7,5,18.53841429,26.88217623,10.16050757
S,68,HA,SF,58.3333333,7,5,18.53841429,26.88217623,10.16050757
S,69,HA,SF,58.3333333,7,5,18.53841429,26.88217623,10.16050757
S,70,HA,SF,58.3333333,7,5,18.53841429,26.88217623,10.16050757
S,71,HA,SF,58.3333333,7,5,18.53841429,26.88217623,10.16050757
S,72,HA,SF,58.3333333,7,5,18.53841429,26.88217623,10.16050757
S,73,HA,SF,50,6,6,17.44148333,29.2758316,11.9518082
S,74,HA,SF,50,6,6,17.44148333,29.2758316,11.9518082
S,75,HA,SF,50,6,6,17.44148333,29.2758316,11.9518082
S,76,HA,SF,50,6,6,17.44148333,29.2758316,11.9518082
S,77,HA,SF,50,6,6,17.44148333,29.2758316,11.9518082
S,78,HA,SF,50,6,6,17.44148333,29.2758316,11.9518082
S,79,HA,SF,50,6,6,17.44148333,29.2758316,11.9518082
S,80,HA,SF,50,6,6,17.44148333,29.2758316,11.9518082
S,81,HA,SF,50,6,6,17.44148333,29.2758316,11.9518082
S,82,HA,SF,50,6,6,17.44148333,29.2758316,11.9518082
S,83,HA,SF,50,6,6,17.44148333,29.2758316,11.9518082
S,1,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,2,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,3,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,4,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,5,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,6,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,7,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,8,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,9,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,10,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,11,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,12,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,13,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,14,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,15,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,16,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,17,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,18,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,19,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,20,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,21,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,22,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,23,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,24,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,25,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,26,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,27,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,28,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,29,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,30,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,31,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,32,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,33,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,34,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,35,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,36,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,37,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,38,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,39,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,40,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,41,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,42,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,43,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,44,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,45,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,46,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,47,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,48,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,49,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,50,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,51,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,52,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,53,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,54,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,55,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,56,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,57,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,58,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,59,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,60,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,61,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,62,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,63,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,64,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,65,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,66,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,67,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,68,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,69,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,70,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,71,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,72,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,73,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,74,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,75,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,76,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,77,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,78,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,79,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,80,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,81,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,82,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,83,PV,NC,100,11,0,35.01483727,31.43468829,9.477915133
S,1,PV,NF,100,11,0,31.14116364,26.17614327,7.892404152
S,2,PV,NF,100,11,0,31.14116364,26.17614327,7.892404152
S,3,PV,NF,100,11,0,31.14116364,26.17614327,7.892404152
S,4,PV,NF,100,11,0,31.14116364,26.17614327,7.892404152
S,5,PV,NF,90.9090909,10,1,27.3404,24.18187177,7.646979287
S,6,PV,NF,90.9090909,10,1,27.3404,24.18187177,7.646979287
S,7,PV,NF,90.9090909,10,1,27.3404,24.18187177,7.646979287
S,8,PV,NF,90.9090909,10,1,27.3404,24.18187177,7.646979287
S,9,PV,NF,90.9090909,10,1,27.3404,24.18187177,7.646979287
S,10,PV,NF,90.9090909,10,1,27.3404,24.18187177,7.646979287
S,11,PV,NF,90.9090909,10,1,27.3404,24.18187177,7.646979287
S,12,PV,NF,90.9090909,10,1,27.3404,24.18187177,7.646979287
S,13,PV,NF,90.9090909,10,1,27.3404,24.18187177,7.646979287
S,14,PV,NF,90.9090909,10,1,27.3404,24.18187177,7.646979287
S,15,PV,NF,90.9090909,10,1,27.3404,24.18187177,7.646979287
S,16,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,17,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,18,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,19,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,20,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,21,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,22,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,23,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,24,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,25,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,26,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,27,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,28,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,29,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,30,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,31,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,32,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,33,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,34,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,35,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,36,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,37,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,38,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
S,39,PV,NF,81.8181818,9,2,26.0747,25.29497632,8.431658772
