SDN,pH_1,pH_2,pH_3,pH_4,pH_5,pH_6,pH_7,pH_8,pH_9,pH_10,pH_11,pH_12,TC_1,TC_2,TC_3,TC_4,TC_5,TC_6,TC_7,TC_8,TC_9,TC_10,TC_11,TC_12,QF_pH_1,QF_pH_2,QF_pH_3,QF_pH_4,QF_pH_5,QF_pH_6,QF_pH_7,QF_pH_8,QF_pH_9,QF_pH_10,QF_pH_11,QF_pH_12,QF_TC_1,QF_TC_2,QF_TC_3,QF_TC_4,QF_TC_5,QF_TC_6,QF_TC_7,QF_TC_8,QF_TC_9,QF_TC_10,QF_TC_11,QF_TC_12
738197.020868056,7.99678897910113,7.59648546725702,7.98650444661507,7.58598993480242,7.80252727682879,7.79267616976007,7.79654421272702,7.5991589990038,7.80674587198523,7.78297625608197,7.99751695784049,7.78345442523908,15.8156443394153,12.6316205711274,15.9815785909252,12.2975105075552,19.5272181464284,10.0823238503156,18.5409038010621,12.8539431750504,19.0721620155613,10.1718322124911,15.5113575060819,10.1080179783881,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.041701389,7.9990778462336,7.60575024179518,7.99471820887994,7.63385598954767,7.79979870321972,7.79294914282354,7.80530382419468,7.59912935204546,7.79705918678222,7.78638464812011,7.99777438460479,7.77455451607076,15.7853939340829,12.6873997027416,16.0484865606964,12.3777080540489,19.742203153067,10.1000954942067,18.6939673720186,12.8331403963631,19.2451278229506,10.1282325711673,15.7232415492692,10.1841570103301,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.062534722,7.99620766661883,7.59870372177746,7.99216499962248,7.586047499828,7.80091861112091,7.7799936113375,7.79403694432773,7.61058183370605,7.80245666672612,7.79070594490172,8.00446894431164,7.79592972207653,15.8722700549273,12.6616644958905,16.2105952192149,12.4185808299402,19.289249671941,10.095833611605,18.1311168979634,12.8780060505472,18.8158178951042,10.1078990001998,15.9547669404908,10.2531412216222,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.083368056,7.99434034801333,7.57747278536771,7.98678921767437,7.59377543381376,7.79938808709435,7.79435391251043,7.80465560799098,7.59658456560242,7.80672560869615,7.79900852066868,8.00257278228299,7.79982856564014,15.914423479023,12.8418425710044,16.1562594783998,12.5432489098668,19.8764360015087,9.99194730412258,18.8149513469867,13.1479089561355,19.4857067823683,10.0856799128417,15.8857584329626,10.0894986088257,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.104201389,7.99279858325178,7.58759800004736,7.99028666656036,7.59331200009597,7.80026391669981,7.80013495847584,7.79091108322224,7.58705008338736,7.79221233316053,7.79473612521411,7.99935808335383,7.7900482500703,15.958295166556,12.8581079585559,16.2248126254151,12.572507666386,19.9459354589341,10.1698203750091,18.7393104990107,13.0423364150052,19.351959874661,10.2100401668204,15.7802209590043,10.2548661662773,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.125034722,7.99651624738002,7.5930107328452,7.99180481164459,7.59765868414717,7.7976550697067,7.79680833686847,7.79819156345592,7.62220083318306,7.79932348582071,7.7865077230066,7.99886846585073,7.80361109768885,16.0935914372133,12.7577273611536,16.3696527141928,12.5070611251249,19.7729763117026,10.0587224455461,18.677044274184,13.0939612843061,19.260313372484,10.1559890995222,16.036120674197,10.1353460102359,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.145868056,7.99310255645388,7.59127568894241,7.98549577353226,7.60611465197552,7.80023520595268,7.79158079411783,7.7920491142651,7.58304817551942,7.79971494862861,7.78406299098964,7.99750873120649,7.788832329898,16.1053488364612,12.9226551996066,16.3350339114502,12.5854473983734,19.8812228009864,10.1470086716885,18.778537709596,12.9734152433955,19.3908476724906,10.2012108982091,16.0171974898294,10.2744632161441,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.166701389,7.99553530104336,7.58013607532746,7.98881253764556,7.58664494641336,7.79875755915017,7.79513116161088,7.79077013971108,7.58706719306151,7.8050980323455,7.78381204271093,7.99642181715403,7.79713025833242,16.0973354837107,12.6423217734301,16.3117095805473,12.3559579576706,19.7922215700425,10.09718775289,18.7530228706089,12.8971556008163,19.2377609888003,10.1868550967049,15.8868548377168,10.1375856775792,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.187534722,7.99142219574541,7.58464984419905,7.98799942206966,7.58896238130229,7.80262876278377,7.79423582502319,7.7983569480022,7.59738230979017,7.80326531966679,7.78077866865814,7.99793438109656,7.79529299982082,16.1707641324176,12.9197830388428,16.4143082332145,12.6186970315278,19.4764381118166,10.0449183603811,18.2555423195158,13.1322995141115,18.857104531975,10.1833304832207,15.8569753356887,10.0864997420284,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1
738197.208368056,7.99041463614685,7.59980891054924,7.99578609142218,7.60622481870674,7.80244545483795,7.78631518089997,7.79478781848058,7.62432082045983,7.79584790869943,7.78838581893361,7.99534718150875,7.7805705450319,16.1703525454138,12.9190152733441,16.4611350910829,12.6630643663082,20.3133908210366,10.100879725683,19.0873982729117,13.0827809957236,19.7830428208773,10.2000940900809,15.9917030924691,10.1381345442702,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
738197.229201389,7.99024904999329,7.61224500017059,7.99776140004027,7.62144670045848,7.79892759995993,7.78717124992441,7.80533645006475,7.59808664990755,7.79896639992903,7.78842029978735,7.99517869991332,7.79882604990015,16.0777894999921,12.9334429504002,16.3833593499538,12.6104293010515,20.1878742498798,10.0199251000419,18.923601600395,13.1747443495024,19.5869961490237,10.1075980499245,15.9752517497477,10.0861601500945,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.250034722,7.99020118367269,7.58727334673945,7.99439408170016,7.59042869383403,7.80106263250168,7.79198675514481,7.79414565303988,7.59636571413411,7.79936497951415,7.78987928532911,7.9981057958589,7.7996517550196,16.063517326738,12.8447808363441,16.417640735011,12.4858067145888,20.1812044279849,10.0346259795973,18.9396440217647,13.102807815537,19.6311357527883,10.1227365507523,16.0764302252869,10.0675554488372,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.270868056,7.9883794157447,7.59069501907309,7.98624246519829,7.58216926732975,7.79734516840902,7.78517272300165,7.79158534649342,7.59958572296102,7.7980158712473,7.77694610845389,7.99883305992128,7.79133526710628,16.046956467196,12.8862402757726,16.3900707351826,12.4404556617734,20.256213652098,10.0806916531477,19.0454820587159,13.0643493445499,19.6940399188725,10.1385851383468,16.0519374212841,10.1026020790079,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.291701389,7.98275336000019,7.60406484013141,7.98497199998954,7.59593896001098,7.7950981600436,7.796338800076,7.78941356004811,7.62202456000204,7.79780031990254,7.79201835993401,7.99672384002258,7.77814775978724,16.0840660799388,12.7587430002185,16.3738879199638,12.4915606000168,20.1852130797049,10.1770706001745,18.8762067988282,12.9099433995358,19.5708513584216,10.225581880053,15.8735956798406,10.1909264001518,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.312534722,7.97903007227343,7.57909598905607,7.98512979404235,7.59061774148719,7.79402332984117,7.79131824606999,7.80244894838991,7.60015605062438,7.79404854669195,7.7913254028107,7.99642592757922,7.80893655590834,16.2463208547977,12.9750843579172,16.5647739038927,12.7606253884879,19.7256613578974,10.0979571026105,18.6388498441535,13.3066015399698,19.2361702114858,10.2276127121003,16.1672788314155,10.1326036901921,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
738197.333368056,7.98051320952119,7.58839870217603,7.98136628089709,7.59482070034985,7.79708780052734,7.79580029027875,7.79857101833243,7.59845021930297,7.79537879011973,7.79641085076997,7.99871515014312,7.79045960169076,16.2217301594017,12.7573175903906,16.5430789581233,12.5630241705993,20.3853004659872,10.2358106199719,19.2712330937859,13.1213694817753,20.0130633069138,10.3184766199616,16.2157561185817,10.2292673299907,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.354201389,7.97826658823556,7.58503947049329,7.9769316470562,7.58829088238405,7.79721511765756,7.78896788235703,7.79424223525685,7.59429423523693,7.79896405881424,7.79439094107769,7.99813488234766,7.7913235883882,16.2116387058105,12.9113334116495,16.5048514703888,12.7727264709282,20.2788286474342,10.1977227058433,19.1924019409403,13.370528765327,19.8353201771608,10.3217615293549,16.1598710581871,10.1986995294443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.375034722,7.972535274531,7.58421398025608,7.97649090201407,7.57583005853832,7.79814694115795,7.79164443152069,7.76913788205005,7.59099376479591,7.80088811780085,7.79654594106092,7.99602060776282,7.80892696120323,16.2995183136488,12.7863421564659,16.5856061369058,12.5640059410657,20.271843509089,10.250249333104,18.9780036635298,13.1910532557243,19.8279354900843,10.3672140978345,16.3138154308659,10.257145568391,1,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.395868056,7.96889015369628,7.58957538446049,7.96983523106596,7.60253445795386,7.79989961533931,7.7945295389184,7.78893484749185,7.6088706896915,7.79729153846868,7.78763515407347,7.9953616158369,7.78632392278265,16.226101230902,12.7361920774335,16.4813241539386,12.6235277698378,20.4645121436341,10.2641760764557,19.2925084602677,13.1295750754808,20.1252636115486,10.3713739238576,16.222241229682,10.2662203846375,1,4,1,4,4,1,4,4,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1
738197.416701389,7.96450664073745,7.68495540682394,7.96822505015346,7.7062724569809,7.83758897081735,7.78843043500374,7.85652542321571,7.70612425380631,7.82503201432059,7.85265775177394,8.01272689201099,7.85806692269843,16.301017505609,13.7138774306067,16.5524952968043,13.714996506332,20.0844603573594,10.2801940117567,17.9338947276762,12.9398409914026,20.9437214061385,10.4428514278217,15.4091448205985,10.183681546082,1,4,1,4,4,1,4,4,4,4,1,1,1,4,1,4,4,1,4,4,4,1,4,1
738197.437534722,7.96217475032504,7.59688997598836,7.96390668207055,7.60898331480338,7.83422547587549,7.79188431813805,7.79425695358833,7.65395992727357,7.82260783934508,7.79301009006874,7.99738688629395,7.8014296584018,16.2801836306469,11.7792774397053,16.5378974936121,11.746724702405,19.2207234813133,10.383918840811,16.3225563965644,13.265867151231,19.3193072145792,10.2751248854881,15.2408665289222,10.1213438876112,1,4,1,4,4,1,1,4,1,4,1,4,1,4,1,4,4,1,4,4,1,4,4,1
738197.458368056,7.97010655822613,7.59511778879374,7.96157678953816,7.58288690471831,7.79757956801517,7.79376383164372,7.7876039799225,7.59643809620515,7.8014425469671,7.79101136835063,7.99654766282571,7.78199062104995,16.0138364844731,10.9172468200643,16.4732040221034,10.6767060311763,20.434772856527,10.3945939375625,19.5615640543729,10.6751697603595,19.7336686236884,10.4681504645935,16.6485176634194,10.354160653489,1,1,1,4,4,1,1,4,4,1,1,1,1,4,1,4,1,1,4,4,1,4,4,1
738197.479201389,7.96684418179158,7.58072508078671,7.96604747481782,7.59003707065019,7.79924423231231,7.78179210099756,7.79004921195973,7.58786585853136,7.79635790908592,7.7916037880229,7.99745822221694,7.79433637362184,16.1141969702049,13.1013017380481,16.4401427884106,13.4052587172895,20.2702230399855,10.5774501212203,19.3675283730055,14.2201383013084,19.4850764338612,10.8694597476981,16.5504870315397,10.3503755555295,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,4,1,1,4,4,1,4,1,1
738197.500034722,7.96416596943021,7.58749802188354,7.96312971474153,7.59465903032224,7.79893642885042,7.77821304048008,7.78954183572791,7.59515056891469,7.80281535756675,7.79181979715952,8.0004245715553,7.78540345982593,16.167376552278,13.0747557278976,16.4052639096591,12.980042685162,20.2618333777518,10.696422062006,19.4715127725666,13.4804267184205,19.5556773030573,10.9054529900347,16.3429254828647,10.4956771647878,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,4,1,1,1,1
738197.520868056,7.95727585709447,7.58151035684327,7.9652862143139,7.58610757147791,7.79831342846975,7.7805224998268,7.79946078602428,7.59322907094908,7.80160671445323,7.79019914300662,7.9920600713627,7.78443657022216,16.3559750712447,13.170825071103,16.5737829993221,13.0984481431934,20.3982677869028,10.7013804997483,19.5698159296123,13.5527111399789,19.8301809295908,10.8399969285798,16.5068315696505,10.564031571305,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.541701389,7.95736693877707,7.58422314307303,7.95774802034914,7.58011955107283,7.7981841836503,7.78768277553596,7.79017161233086,7.59089185797355,7.7997700410262,7.78409018378886,7.99936261215166,7.78975700023647,16.4368654689493,13.1572154090538,16.6536919378524,13.1078900810797,20.1486620808599,10.5857027753937,19.3249828778266,13.6572778784215,20.0373330007695,10.870437204077,16.6308979574321,10.5811249181758,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.562534722,7.95523899996375,7.59736257530492,7.95751384131216,7.56877148510991,7.79843838634493,7.79358354455635,7.79013442516114,7.59605157198549,7.79801006947675,7.78963140573233,7.99599989122544,7.79678440617768,16.5332350203299,13.2002204864926,16.7609699703804,12.7907014178237,19.9106610191906,10.5648208212619,19.0909956643192,13.5102412675867,20.1823909205499,10.8832492965849,16.5264428910183,10.5993622276105,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1
738197.583368056,7.92752211007564,7.57888825956085,7.9532673900709,7.58850173024689,7.79967339008961,7.79567274008369,7.79337246928914,7.60388651853551,7.79777790988482,7.78938595987328,7.99687877985495,7.79545598925896,16.7314934222005,13.0873653135467,16.8367839719987,13.0033397845632,20.1694488375973,10.5400223503121,19.2843965114925,13.4586652701834,20.6384829966263,10.8621041597897,16.4654766346914,10.582811090639,4,1,1,1,4,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,4,1,1,1
738197.604201389,7.90956436274777,7.61609573532366,7.94423435294133,7.60027431371294,7.79707338234988,7.79358806862807,7.79168865685228,7.58624339214665,7.798197058824,7.79251152942556,7.99620058823536,7.78876741175133,17.2025767254652,13.189909068683,17.148079598012,13.1270324804022,20.5481512254374,10.5402277745215,19.5296041469746,13.4213926274111,21.101780980465,10.9063650784357,16.5318424019458,10.6442415588277,1,1,1,1,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1
738197.625034722,7.90395774749764,7.60190549598626,7.93696813607051,7.6171681952803,7.79649338826751,7.79260453390384,7.78957214486428,7.59332743615998,7.79063160176336,7.78875109720227,7.99693943675342,7.79113619465229,17.7138827186389,13.5282033203216,17.5620353592128,13.3608466016885,20.7686093037192,10.5910860778978,19.724915687366,13.6401811707616,21.2052873275885,10.951131475397,16.8911404055324,10.6816295925778,1,1,1,1,4,1,1,1,4,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1
738197.645868056,7.90955491095541,7.60466462257258,7.94370662346189,7.60384806759893,7.80007322789331,7.79446470309422,7.79569857462196,7.58834185185135,7.7935477434112,7.79718350369044,7.99674506934011,7.79586828596765,17.7404559992324,13.5530953529487,17.5628477515129,13.4526835560034,20.443920252475,10.5979275649101,19.4490736770998,13.7767097440946,20.9646317109014,10.9233304744895,16.8743090516151,10.6487512382042,1,1,1,1,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1
738197.666701389,7.92911369309695,7.58088976210515,7.94883057424398,7.60997128713314,7.79586001976084,7.78700423757209,7.79717748517588,7.5960660694181,7.78863799996584,7.79954708924028,7.99684433663355,7.80260068328624,17.4118370692982,13.2632440290264,17.2748349901091,13.2469014654241,20.164610445452,10.5470545148408,19.1640540000627,13.5547538019824,20.4791057911316,10.8377807030234,16.5378725346812,10.6017138911585,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.687534722,7.94348447425494,7.57362935003337,7.96287185562588,7.57918311332326,7.79930706171701,7.78855036054697,7.79291329906949,7.59578953635665,7.79463228854863,7.78523211383499,7.99859824750316,7.7890729588638,17.3089067309506,13.152316452422,17.2631024011678,13.0580952589459,20.2233544396329,10.4798835974349,19.2001041078031,13.3599508355568,20.5422770567848,10.7900933403872,16.3915231018225,10.5290839889565,4,1,4,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
738197.708368056,7.98294572334916,7.60567889287639,7.98502289326952,7.61189078553386,7.79771431935104,7.79238391516694,7.80071859548398,7.5944301501675,7.80326082956881,7.79273965991681,7.99770355303567,7.80220414794761,16.8009644861428,13.1051724007542,16.9334849758286,12.9178141229263,19.7687146798039,10.3477996593613,19.0679458004962,13.35160376116,19.3592588876974,10.6587879144278,16.1919639332578,10.320892956942,4,1,1,1,4,1,1,1,4,1,1,1,4,1,4,1,1,1,1,1,4,4,1,1
738197.729201389,7.99492522471901,7.58066499982596,7.99586619103552,7.59698583160738,7.79749550559263,7.79318549437346,7.79183489887605,7.59610549428192,7.79623265163507,7.78453714592038,7.99669970791399,7.7872347866256,16.2338606292408,12.7648112360015,16.5367318316221,12.6182090341141,19.397317314617,10.2004885056548,18.7660977191761,13.2333557747555,18.8071975504535,10.3696899774554,16.1386201016291,10.1568397079004,1,1,1,1,4,1,1,1,4,1,1,1,4,1,4,1,1,1,1,1,1,4,1,1
738197.750034722,7.99438898910611,7.59570497842148,7.98627661956478,7.61059255435693,7.80002548910185,7.79636250004362,7.77559583686853,7.5939112608478,7.79857365217888,7.79045615206703,8.00004701088405,7.79335746712319,16.1455687935947,12.7940447175166,16.407010587015,12.4977668482052,19.3149823369377,10.1246927282485,18.381371813898,13.1251128918811,18.6863456412096,10.2504894999439,16.0349739673551,10.1065715000233,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.770868056,7.99517100005041,7.58212499921175,7.98798566660362,7.58118466535269,7.80258866691785,7.79521066619504,7.78504166486435,7.58617799900943,7.79467333384218,7.79633799926424,7.99680399968507,7.78917566671784,16.1082636669703,12.6984903323411,16.3820956684881,12.3575226647497,19.4701143351789,10.1199453335962,18.661709991592,12.8533033345423,18.8781650012246,10.2306986664538,15.9214353343312,10.0983756661756,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.791701389,7.99509036955766,7.5743316520319,7.98747892375164,7.59509046765895,7.80213915222492,7.79398232604301,7.79983431516104,7.61702565272701,7.80620013045978,7.79335241282097,7.99731649994288,7.80115583700856,16.0483530213466,12.6382193148447,16.3088773364067,12.4068150002574,19.492822402657,10.0907066629451,18.6488383161448,12.9747864457832,18.9770704678201,10.1927128910973,15.8711830425213,10.0799729129058,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.812534722,7.9963001757726,7.58539484501345,7.99234242871468,7.60403455139059,7.80128087925992,7.79732468100915,7.80229862624821,7.60492079383867,7.80138313195131,7.79164937425316,7.99992485702547,7.78333208826929,15.7980301760163,12.6975869528502,16.0701970015389,12.3868623276395,19.1771236642689,10.0569137024707,18.4178490919112,12.9853254272175,18.5911305792236,10.1379121209211,15.7007477726557,10.0568312185285,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.833368056,7.99731709096598,7.59046172806217,7.98638027198241,7.58149804614992,7.80110122737038,7.79909127357688,7.80127572805188,7.6017854551608,7.80276395485305,7.79963863726763,7.99916827303681,7.78542450025803,15.7300822712195,12.5866822757474,15.9879079037826,12.0989212731345,19.0968819558732,10.0608674090452,18.2628717731783,12.8118018213838,18.5379868649706,10.1226583638022,15.6244279099581,10.0722810906814,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.854201389,7.99791219995498,7.60077059974269,7.99307499994177,7.59132999969635,7.8027773999578,7.79152540001524,7.78721660013261,7.60187320025785,7.80793299985505,7.79263160013753,8.00258719993364,7.79768180002881,15.6861200000112,12.5807285991786,15.9594495997156,12.293150798984,19.1850007991383,10.0496082000075,18.1932166033699,12.8113993994805,18.7013619985074,10.1012595999214,15.5408574014886,10.0631898002127,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.875034722,7.9972947932425,7.58831658703057,7.99484706883149,7.58649968933696,7.80227748275981,7.79832917223655,7.79971593066201,7.61304082859008,7.80561917183225,7.7886343445798,7.9998580692403,7.79822844892421,15.6619899310212,12.5928020670264,15.9320575855952,12.2197143443213,19.2646260338717,10.0272880692854,18.4361573781178,12.8157862779111,18.8456696881707,10.0871172069499,15.4718518972998,10.0442130693305,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738197.895868056,7.99653680015485,7.58980420037712,7.98983540009129,7.5824953999717,7.80120800002168,7.79067200012137,7.80005479958533,7.61397079977264,7.80023499987796,7.80635499920696,7.99854840038767,7.79515939976361,15.6238207987132,12.5446741973525,15.87547099962,12.1933623987473,19.2216390028507,10.0227060001051,18.455420399912,12.6600177969286,18.6416386013419,10.0706523998141,15.2945328007785,10.0266553999451,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,4,1,4,1,1,1
738197.916701389,7.99649200010047,7.58706666620661,7.99245133360483,7.57772666732909,7.80314766652755,7.79941933354251,7.79986799962946,7.58965000013712,7.80424633337488,7.78598900047251,8.00513833301185,7.81203199839703,15.6966896673573,12.6563669958533,16.0010690016646,12.3793256647734,19.0306040042408,10.0240036669231,18.2322936693121,13.0369939982423,18.474283671184,10.0820730003696,15.5397073360051,10.0317356670898,4,1,1,1,4,1,4,1,4,1,4,1,1,1,1,4,4,1,4,4,4,1,1,1
738197.937534722,7.99472927971504,7.59632920035478,7.98177604000079,7.58816267718904,7.89213479957683,7.74809975920791,7.89856680227245,7.71227036248264,7.74952924008801,7.78862548029673,7.77352756009835,7.79484295977712,15.6081491981709,12.7328667101382,15.950649398195,13.1362887828056,21.5354847925747,10.0136328400604,21.5260951148972,13.5996382798072,21.9253094425993,10.1306413599419,16.633313522001,10.0541405199777,4,1,1,1,4,4,4,4,1,1,4,1,1,1,1,4,4,1,4,4,4,1,4,1
738197.958368056,7.9995243830479,7.58216563798001,7.99679831947794,7.59775265969617,7.80039727662259,7.79282044660929,7.79491699981167,7.56795374416563,7.80171348926776,7.79190695737235,7.99826540425557,7.79727614912828,15.5254590436703,12.7249263812348,15.9631465973349,12.4736410653299,19.6613333607787,10.0291760853426,18.7096888287755,13.1410324896478,19.0197574244651,10.0958022979946,15.7113970851611,10.0472599148594,1,1,1,1,4,4,4,4,4,1,4,1,1,1,1,1,4,1,4,1,4,1,1,1
738197.979201389,7.99286712510441,7.59279912375702,7.99035675009084,7.58294412531898,7.79849862513479,7.80047424996616,7.78981462505852,7.58455050372052,7.80330000016051,7.80067337389333,7.9957403749243,7.78289637569376,15.625290875277,12.9105964967392,15.9937122522586,12.5517106266942,19.5299405016556,10.0196356245112,18.6350070090763,13.108022502226,18.9881546306287,10.0995476241667,15.6383463765198,10.0426582491695,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,4,1,1,1
738198.000034722,7.99533872921424,7.59919560392156,7.99070327089095,7.59907010419166,7.80076649999308,7.79084764584574,7.79142672928549,7.60798897905027,7.80394672910863,7.79923387491686,7.99456747916448,7.79332137508094,15.5844328331427,12.9851509984074,15.9259893333923,12.6220241244101,19.4983700003898,9.96885477069418,18.6261476464953,13.1148884985174,19.0167188750543,10.0307777915471,15.4795496671773,10.0227573748982,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738198.020868056,7.99614522216937,7.58132907077109,7.98822937827315,7.58340653398621,7.80293366656333,7.79309715523317,7.79628990860284,7.58528140058946,7.80665040009258,7.78864333268923,7.99809457763782,7.80284391079845,15.5260505749538,12.8395330749245,15.8974155565488,12.5841961512369,19.1939587255035,9.93071553368044,18.2834031029825,13.1447759956597,18.6823400138107,9.98142011101674,15.5047180475884,10.0042926003831,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738198.041701389,7.99563272909459,7.57307287448268,7.98899896872387,7.5966897395968,7.8017930519767,7.7972119375148,7.79272830208514,7.58954917644,7.80339132276686,7.7966623023366,7.99873789579094,7.77789843727068,15.6955352184446,12.9870462901999,16.1083537911691,12.7619233549818,19.4812968975218,9.97204680210715,18.514199791278,13.4043126280267,18.990423616659,10.0217325312877,15.8405144059044,10.0230609684033,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738198.062534722,7.99518842847755,7.57923858171919,7.99293236739462,7.60236231625882,7.79932166319755,7.79073956134522,7.79674371403499,7.60708288765646,7.79961705084914,7.78175818349645,8.00155361233671,7.81408202080104,15.6926071531519,12.9388712639315,16.1108140314756,12.6679948059772,19.7939363576873,9.99278914313071,18.831073785769,13.3241694501405,19.3195546427397,10.0493965919881,15.847355612717,10.0474395410648,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738198.083368056,7.99376892807571,7.57726638964855,7.98458569077499,7.58421856804486,7.80085202025614,7.7959127012776,7.79121075311125,7.59115547400914,7.80192158832712,7.7868973924881,8.00059847410495,7.80710433985311,15.6573615567757,12.9015690144048,16.0827693928104,12.5777492726933,19.7910401766804,9.96862629841754,18.8769272374227,13.3370104106122,19.3085413264694,10.0227153402364,15.9562239900984,10.0336768033509,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738198.104201389,7.99475245374351,7.58199331904131,7.98857106200466,7.59175986580548,7.80078382475856,7.79392793812724,7.79243872183141,7.59001102059937,7.80542156679115,7.80115420608076,7.99850535059736,7.78654520662578,15.6960799491063,12.8975993923212,16.1015610831789,12.6437864631821,19.7958637012968,9.95872153597423,18.8214228363698,13.1891194540795,19.3421891742161,10.0176942370719,15.8682082586617,10.0097006494425,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738198.125034722,7.99515148980649,7.58028600969885,7.98091735719931,7.58059396944827,7.80097546936539,7.79145908153583,7.79541891819895,7.59734700982448,7.80280844894348,7.78688681665473,8.00082512248434,7.80451422493586,15.7705638269084,12.9544968553716,16.0786242351355,12.6339103369013,19.9068202852559,9.96699492853815,18.9694305390179,13.2735064176677,19.3686918879438,10.0346815511333,15.8558100613181,10.0074757347926,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738198.145868056,7.99612642264288,7.59019594002235,7.98495047392914,7.59839441251429,7.79804253601467,7.77944896753373,7.786084916487,7.59208016556827,7.79733311330336,7.78772255588175,7.9989573816563,7.79702315487165,15.77344418291,12.9426416301832,16.1204804382326,12.5923986812026,20.0615827236879,9.96053257797306,18.9631929817138,13.0842058136339,19.402712703246,10.0162359486248,15.6661597270961,10.0063583299868,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
