Num,POP,Site,Bin,Header,Trt,Sample ID,WetWtI,BuoyWtI,LengthI,WidthI,WetWtF,BuoyWtF,LengthF,WidthF,Disease,Grazing,VTYPE,RUN,CS,Time,DO (mg/L),Temp,Time,DO (mg/L),Temp,Time,DO (mg/L),Temp,Time,DO (mg/L),Temp,Time,DO (mg/L),Temp,Time,DO (mg/L),Temp,Time,DO (mg/L),Temp,Problem,CF,SpineLoss,Gfoil,Sfoil,Ganimal,Sanimal,G_AFDW,S_AFDW,Time,Status
351,SOUTH,HA,NA,NA,NF,HANFCON1,,,,,,,,,,,S,2,C,12:50,7.26,13,12:53,7.22,13,12:55,7.19,13,12:59,7.15,13,13:03,7.14,13,13:06,7.14,13,13:09,7.12,13,G,F,NA,0.4335,,0.4333,,,,,0
352,SOUTH,HA,NA,NA,NF,HANFCON2,,,,,,,,,,,S,2,C,12:51,7.26,13,12:53,7.22,13,12:56,7.2,13,13:00,7.15,13,13:04,7.12,13,13:07,7.13,13,13:10,7.15,13,G,F,NA,0.6833,,0.6823,,,,,0
353,SOUTH,HA,NA,NA,NF,HANFCON3,,,,,,,,,,,S,2,C,12:52,6.09,13,12:54,6.06,13,12:58,6.02,13,13:01,5.99,13,13:05,5.96,13,13:08,5.95,13,13:11,5.93,13,G,F,NA,,,,,,,,0
354,SOUTH,HA,NA,NA,SC,HASCCON1,,,,,,,,,,,S,3,C,13:37,9.85,15.9,13:42,9.72,16.1,13:45,9.63,16.1,13:49,9.62,16.1,13:52,9.62,16.1,13:56,9.62,16.1,13:59,9.57,16.1,G,C,NA,,,,,,,,0
355,SOUTH,HA,NA,NA,SC,HASCCON2,,,,,,,,,,,S,3,C,13:39,9.73,15.9,13:43,9.69,16.1,13:46,9.68,16.1,13:50,9.67,16.1,13:53,9.67,16.1,13:56,9.69,16.1,14:00,9.7,16.1,G,C,NA,,,,,,,,0
356,SOUTH,HA,NA,NA,SC,HASCCON3,,,,,,,,,,,S,3,C,13:40,10,16,13:44,9.86,16.1,13:47,9.81,16.1,13:51,9.82,16.1,13:54,9.79,16.1,13:57,9.75,16.1,14:01,9.75,16.1,G,C,NA,,,,,,,,0
357,SOUTH,HA,NA,NA,SF,HASFCON1,,,,,,,,,,,S,4,C,14:22,7.9,18.3,14:26,7.83,18.5,14:29,7.81,18.5,14:32,7.78,18.5,14:35,7.77,18.5,14:38,7.75,18.5,14:41,7.73,18.5,G,F,NA,,,,,,,,0
358,SOUTH,HA,NA,NA,SF,HASFCON2,,,,,,,,,,,S,4,C,14:23,7.92,18.4,14:27,7.82,18.5,14:30,7.77,18.5,14:33,7.78,18.5,14:35,7.78,18.5,14:38,7.74,18.5,14:42,7.74,18.5,G,F,NA,,,,,,,,0
359,SOUTH,HA,NA,NA,SF,HASFCON3,,,,,,,,,,,S,4,C,14:24,7.93,18.5,14:28,7.86,18.5,14:31,7.77,18.5,14:33,7.75,18.5,14:36,7.75,18.5,14:39,7.69,18.5,14:43,7.68,18.5,G,F,NA,,,,,,,,0
360,SOUTH,PV,NA,NA,NC,PVNCCON1,,,,,,,,,,,S,5,C,11:42,10.08,10.7,11:47,9.85,10.7,11:52,9.65,10.7,11:56,9.53,10.7,12:03,9.37,10.6,12:06,9.34,10.6,12:12,9.31,10.6,G,C,NA,,,,,,,,0
361,SOUTH,PV,NA,NA,NC,PVNCCON2,,,,,,,,,,,S,5,C,11:42,9.79,10.7,11:48,9.61,10.7,11:52,9.56,10.7,11:56,9.47,10.7,12:03,9.37,10.6,12:07,9.38,10.6,12:12,9.33,10.6,G,C,NA,,,,,,,,0
362,SOUTH,PV,NA,NA,NC,PVNCCON3,,,,,,,,,,,S,5,C,11:43,10.31,10.7,11:49,10.13,10.7,11:53,9.88,10.7,11:57,9.69,10.7,12:03,9.51,10.6,12:07,9.46,10.6,12:13,9.37,10.6,G,C,NA,,,,,,,,0
363,SOUTH,PV,NA,NA,NF,PVNFCON1,,,,,,,,,,,S,6,C,12:39,5.33,12.9,12:43,5.29,12.9,12:48,5.27,13,12:52,5.25,13,12:55,5.24,13,12:59,5.24,13,13:02,5.24,13,G,F,NA,,,,,,,,0
364,SOUTH,PV,NA,NA,NF,PVNFCON2,,,,,,,,,,,S,6,C,12:40,5.78,12.9,12:44,5.73,12.9,12:49,5.72,13,12:53,5.67,13,12:56,5.66,13,13:00,5.62,13,13:03,5.62,13,G,F,NA,,,,,,,,0
365,SOUTH,PV,NA,NA,NF,PVNFCON3,,,,,,,,,,,L,6,C,12:42,5.52,12.8,12:47,5.43,13,12:52,5.38,13,12:55,5.36,13,12:58,5.34,13,13:02,5.31,13,13:05,5.3,13,G,F,NA,,,,,,,,0
366,SOUTH,PV,NA,NA,SC,PVSCCON1,,,,,,,,,,,S,7,C,14:00,9.96,15.9,14:05,9.85,15.9,14:09,9.7,15.9,14:14,9.59,15.9,14:19,9.54,15.9,14:24,9.48,15.9,14:28,9.41,15.9,G,C,NA,,,,,,,,0
367,SOUTH,PV,NA,NA,SC,PVSCCON2,,,,,,,,,,,L,7,C,14:03,10.04,15.9,14:08,9.87,15.9,14:13,9.67,15.9,14:18,9.6,15.9,14:23,9.49,15.9,14:27,9.45,15.9,14:30,9.4,15.9,G,C,NA,,,,,,,,0
368,SOUTH,PV,NA,NA,SC,PVSCCON3,,,,,,,,,,,L,7,C,14:04,10.17,15.9,14:08,9.91,15.9,14:13,9.77,15.9,14:18,9.69,15.9,14:23,9.58,15.8,14:28,9.55,15.9,14:30,9.51,15.9,G,C,NA,,,,,,,,0
369,SOUTH,PV,NA,NA,SF,PVSFCON1,,,,,,,,,,,S,8,C,14:52,8.09,18.4,14:56,8,18.5,14:59,7.97,18.5,15:03,7.95,18.5,15:06,7.95,18.5,15:09,7.93,18.5,15:13,7.92,18.5,G,F,NA,,,,,,,,0
370,SOUTH,PV,NA,NA,SF,PVSFCON2,,,,,,,,,,,S,8,C,14:52,8.22,18.5,14:57,8.11,18.5,15:01,8.03,18.5,15:04,8.01,18.5,15:06,8,18.5,15:10,8.01,18.5,15:13,7.99,18.5,G,F,NA,,,,,,,,0
371,SOUTH,PV,NA,NA,SF,PVSFCON3,,,,,,,,,,,L,8,C,14:53,7.72,18.5,14:58,7.66,18.5,15:02,7.6,18.5,15:04,7.57,18.5,15:07,7.54,18.5,15:11,7.51,18.5,15:14,7.53,18.5,G,F,NA,,,,,,,,0
372,SOUTH,WP,NA,NA,NC,WPNCCON1,,,,,,,,,,,S,9,C,11:20,8.31,10.7,11:24,8.23,10.6,11:29,8.15,10.6,11:34,8.04,10.6,11:39,8.04,10.6,11:45,8.01,10.6,11:49,8,10.6,G,C,NA,,,,,,,,0
373,SOUTH,WP,NA,NA,NC,WPNCCON2,,,,,,,,,,,S,9,C,11:20,8.65,10.7,11:25,8.48,10.6,11:30,8.32,10.6,11:35,8.22,10.6,11:41,8.16,10.6,11:45,8.13,10.6,11:50,8.05,10.6,G,C,NA,,,,,,,,0
374,SOUTH,WP,NA,NA,NC,WPNCCON3,,,,,,,,,,,S,9,C,11:23,9.01,10.6,11:28,8.82,10.6,11:33,8.76,10.6,11:38,8.56,10.6,11:44,8.47,10.6,11:48,8.45,10.6,11:55,8.39,10.6,G,C,NA,,,,,,,,0
375,SOUTH,WP,NA,NA,NF,WPNFCON1,,,,,,,,,,,S,10,C,12:26,7.81,13.1,12:30,7.72,13.1,12:34,7.67,13.1,12:38,7.66,13.1,12:41,7.64,13.1,12:44,7.62,13.1,12:48,7.6,13.1,G,F,NA,,,,,,,,0
376,SOUTH,WP,NA,NA,NF,WPNFCON2,,,,,,,,,,,L,10,C,12:27,8,13.1,12:31,7.91,13.1,12:35,7.79,13.1,12:39,7.75,13.1,12:42,7.71,13.1,12:45,7.69,13.1,12:49,7.68,13.1,G,F,NA,,,,,,,,0
377,SOUTH,WP,NA,NA,NF,WPNFCON3,,,,,,,,,,,L,10,C,12:29,8.5,13.1,12:33,8.32,13.1,12:37,8.19,13.1,12:40,8.12,13.1,12:44,8.04,13.1,12:47,7.98,13.1,12:51,7.97,13.1,G,F,NA,,,,,,,,0
378,SOUTH,WP,NA,NA,SC,WPSCCON1,,,,,,,,,,,S,11,C,13:46,9.62,16,13:50,9.56,16,13:56,9.56,15.9,14:01,9.51,15.9,14:06,9.5,15.9,14:12,9.46,15.9,14:15,9.43,15.9,G,C,NA,,,,,,,,0
379,SOUTH,WP,NA,NA,SC,WPSCCON2,,,,,,,,,,,L,11,C,13:47,9.69,15.9,13:52,9.6,15.9,13:58,9.46,15.9,14:03,9.43,15.9,14:07,9.39,15.9,14:13,9.37,15.9,14:17,9.38,15.9,G,C,NA,,,,,,,,0
380,SOUTH,WP,NA,NA,SC,WPSCCON3,,,,,,,,,,,L,11,C,13:49,9.92,15.9,13:54,9.77,15.9,14:00,9.62,15.9,14:05,9.51,15.9,14:11,9.44,15.9,14:15,9.4,15.9,14:19,9.35,15.9,G,C,NA,,,,,,,,0
381,SOUTH,WP,NA,NA,SF,WPSFCON1,,,,,,,,,,,S,12,C,14:42,8.33,18.2,14:47,8.23,18.7,14:51,8.29,18.7,14:55,8.3,18.6,15:01,8.25,18.6,15:04,8.23,18.6,15:08,8.2,18.6,G,F,NA,,,,,,,,0
382,SOUTH,WP,NA,NA,SF,WPSFCON2,,,,,,,,,,,L,12,C,14:43,8.57,18.4,14:49,8.38,18.7,14:52,8.39,18.7,14:57,8.35,18.6,15:02,8.3,18.6,15:06,8.26,18.6,15:10,8.27,18.6,G,F,NA,,,,,,,,0
383,SOUTH,WP,NA,NA,SF,WPSFCON3,,,,,,,,,,,L,12,C,14:44,8.67,18.5,14:50,8.57,18.7,14:53,8.51,18.6,14:59,8.48,18.6,15:03,8.45,18.6,15:07,8.41,18.6,15:11,8.41,18.6,G,F,NA,,,,,,,,0
384,NORTH,VD,NA,NA,NC,VDNCCON1,,,,,,,,,,,S,13,C,10:46,8.25,10.7,10:52,8.2,10.7,11:00,8.17,10.7,11:07,8.13,10.7,11:13,8.16,10.7,11:18,8.16,10.7,11:24,8.15,10.6,G,C,NA,,,,,,,,0
385,NORTH,VD,NA,NA,NC,VDNCCON2,,,,,,,,,,,S,13,C,10:46,8.2,10.7,10:53,8.17,10.7,11:00,8.11,10.7,11:08,8.11,10.7,11:14,8.1,10.7,11:19,8.09,10.7,11:24,8.09,10.7,G,C,NA,,,,,,,,0
386,NORTH,VD,NA,NA,NC,VDNCCON3,,,,,,,,,,,S,13,C,10:48,8.36,10.7,10:55,8.26,10.7,11:03,8.2,10.7,11:09,8.19,10.7,11:15,8.16,10.7,11:20,8.14,10.7,11:25,8.11,10.7,G,C,NA,,,,,,,,0
387,NORTH,VD,NA,NA,NF,VDNFCON1,,,,,,,,,,,S,14,C,12:03,7.43,13.1,12:09,7.44,13,12:15,7.41,13,12:21,7.4,13,12:29,7.39,13,12:34,7.36,13,12:40,7.36,13,G,F,NA,,,,,,,,0
388,NORTH,VD,NA,NA,NF,VDNFCON2,,,,,,,,,,,S,14,C,12:04,7.73,13.1,12:10,7.74,13,12:17,7.71,13,12:23,7.68,13,12:30,7.68,13,12:35,7.69,13,12:42,7.69,13,G,F,NA,,,,,,,,0
389,NORTH,VD,NA,NA,NF,VDNFCON3,,,,,,,,,,,S,14,C,12:06,7.94,13.1,12:12,7.89,13,12:18,7.84,13,12:24,7.8,13,12:31,7.78,13,12:37,7.77,13,12:43,7.79,13,G,F,NA,,,,,,,,0
390,NORTH,VD,NA,NA,SC,VDSCCON1,,,,,,,,,,,S,15,C,14:01,9.21,16.1,14:08,9.21,16.1,14:14,9.19,16.1,14:21,9.18,16.1,14:28,9.17,16.1,14:34,9.16,16.1,14:41,9.11,16.1,G,C,NA,,,,,,,,0
391,NORTH,VD,NA,NA,SC,VDSCCON2,,,,,,,,,,,S,15,C,14:02,9.14,16.1,14:09,9.1,16.1,14:16,9.09,16.1,14:23,9.03,16.1,14:30,9.07,16.1,14:36,9.01,16.1,14:43,9.02,16.1,G,C,NA,,,,,,,,0
392,NORTH,VD,NA,NA,SC,VDSCCON3,,,,,,,,,,,S,15,C,14:03,9.14,16.1,14:10,9.07,16.1,14:17,9.03,16.1,14:24,8.97,16.1,14:31,8.95,16.1,14:38,8.92,16.1,14:44,8.91,16.1,G,C,NA,,,,,,,,0
393,NORTH,VD,NA,NA,SF,VDSFCON1,,,,,,,,,,,S,16,C,15:18,7.48,18.4,15:23,7.47,18.4,15:29,7.47,18.5,15:34,7.49,18.5,15:40,7.49,18.5,15:45,7.5,18.5,15:51,7.53,18.5,G,F,NA,,,,,,,,0
394,NORTH,VD,NA,NA,SF,VDSFCON2,,,,,,,,,,,S,16,C,15:20,7.49,18.4,15:25,7.5,18.4,15:30,7.49,18.5,15:36,7.5,18.5,15:41,7.49,18.5,15:46,7.52,18.5,15:52,7.52,18.5,G,F,NA,,,,,,,,0
395,NORTH,VD,NA,NA,SF,VDSFCON3,,,,,,,,,,,S,16,C,15:22,7.54,18.4,15:26,7.53,18.4,15:31,7.56,18.5,15:37,7.57,18.5,15:42,7.59,18.5,15:48,7.57,18.5,15:54,7.57,18.5,G,F,NA,,,,,,,,0
396,NORTH,NO,NA,NA,NC,NONCCON1,,,,,,,,,,,S,17,C,10:28,7.63,10.6,10:31,7.63,10.6,10:35,7.62,10.6,10:39,7.62,10.6,10:42,7.61,10.6,10:46,7.61,10.6,10:52,7.58,10.6,G,C,NA,,,,,,,,0
397,NORTH,NO,NA,NA,NC,NONCCON2,,,,,,,,,,,S,17,C,10:28,7.92,10.6,10:31,7.84,10.6,10:35,7.79,10.6,10:39,7.75,10.6,10:42,7.75,10.6,10:47,7.73,10.6,10:53,7.7,10.6,G,C,NA,,,,,,,,0
398,NORTH,NO,NA,NA,NC,NONCCON3,,,,,,,,,,,L,17,C,10:30,8.1,10.6,10:34,8.08,10.6,10:38,8.04,10.6,10:41,8,10.6,10:45,7.97,10.6,10:49,7.96,10.6,10:54,7.93,10.6,G,C,NA,,,,,,,,0
399,NORTH,NO,NA,NA,NF,NONFCON1,,,,,,,,,,,S,18,C,11:48,7.4,12.9,11:52,7.38,13,11:57,7.4,13,12:01,7.41,13,12:06,7.43,13,12:12,7.43,13.1,12:17,7.45,13.1,G,F,NA,,,,,,,,0
400,NORTH,NO,NA,NA,NF,NONFCON2,,,,,,,,,,,S,18,C,11:49,7.59,12.9,11:53,7.55,13,11:57,7.54,13,12:02,7.55,13,12:06,7.56,13,12:12,7.53,13.1,12:17,7.54,13.1,G,F,NA,,,,,,,,0
401,NORTH,NO,NA,NA,NF,NONFCON3,,,,,,,,,,,L,18,C,11:51,7.69,13,11:56,7.68,13,12:00,7.67,13,12:05,7.66,13,12:10,7.68,13,12:15,7.64,13.1,12:20,7.65,13.1,G,F,NA,,,,,,,,0
402,NORTH,NO,NA,NA,SC,NOSCCON1,,,,,,,,,,,S,19,C,13:23,9.08,16,13:27,9.08,16,13:31,9.07,16,13:35,9.05,16,13:40,9.03,16,13:44,9.01,16,13:48,9.02,16,G,C,NA,,,,,,,,0
403,NORTH,NO,NA,NA,SC,NOSCCON2,,,,,,,,,,,S,19,C,13:24,9.2,16,13:28,9.2,16,13:32,9.16,16,13:38,9.15,16,13:42,9.12,16,13:46,9.12,16,13:49,9.09,16,G,C,NA,,,,,,,,0
404,NORTH,NO,NA,NA,SC,NOSCCON3,,,,,,,,,,,L,19,C,13:26,9.36,16,13:30,9.32,16,13:34,9.27,16,13:39,9.25,16,13:44,9.24,16,13:47,9.25,16,13:51,9.24,16,G,C,NA,,,,,,,,0
405,NORTH,NO,NA,NA,SF,NOSFCON1,,,,,,,,,,,S,20,C,16:16,9.32,18.5,16:20,9.3,18.5,16:24,9.31,18.5,16:28,9.28,18.5,16:31,9.3,18.5,16:34,9.34,18.5,16:37,9.29,18.5,G,F,NA,,,,,,,,0
406,NORTH,NO,NA,NA,SF,NOSFCON2,,,,,,,,,,,S,20,C,16:17,9.2,18.5,16:21,9.19,18.5,16:25,9.22,18.5,16:29,9.18,18.5,16:32,9.17,18.5,16:35,9.17,18.5,16:38,9.16,18.5,G,F,NA,,,,,,,,0
407,NORTH,NO,NA,NA,SF,NOSFCON3,,,,,,,,,,,S,20,C,16:18,9.05,18.5,16:22,9.07,18.5,16:26,9.07,18.5,16:29,9.07,18.5,16:32,9.03,18.5,16:36,9.05,18.5,16:39,9.02,18.5,G,F,NA,,,,,,,,0
408,NORTH,PA,NA,NA,NC,PANCCON1,,,,,,,,,,,S,21,C,10:45,8.9,10.7,10:51,8.89,10.7,10:56,8.9,10.6,11:02,8.9,10.6,11:07,8.85,10.6,11:12,8.85,10.6,11:17,8.85,10.6,G,C,NA,,,,,,,,0
409,NORTH,PA,NA,NA,NC,PANCCON2,,,,,,,,,,,S,21,C,10:46,8.97,10.7,10:52,8.91,10.7,10:57,8.88,10.6,11:03,8.83,10.6,11:08,8.82,10.6,11:12,8.82,10.6,11:17,8.79,10.6,G,C,NA,,,,,,,,0
410,NORTH,PA,NA,NA,NC,PANCCON3,,,,,,,,,,,S,21,C,10:46,9.05,10.7,10:53,8.93,10.7,10:58,8.86,10.6,11:03,8.82,10.6,11:08,8.77,10.6,11:13,8.75,10.6,11:18,8.74,10.6,G,C,NA,,,,,,,,0
411,NORTH,PA,NA,NA,NF,PANFCON1,,,,,,,,,,,S,22,C,12:19,8.15,13.1,12:25,8.1,13.1,12:30,8.1,13.2,12:37,8.12,13.2,12:44,8.12,13.2,12:49,8.09,13.2,12:55,8.07,13.2,G,F,NA,,,,,,,,0
412,NORTH,PA,NA,NA,NF,PANFCON2,,,,,,,,,,,S,22,C,12:21,8.34,13.1,12:26,8.26,13.1,12:33,8.23,13.2,12:40,8.18,13.2,12:45,8.16,13.2,12:52,8.16,13.2,12:57,8.14,13.2,G,F,NA,,,,,,,,0
413,NORTH,PA,NA,NA,NF,PANFCON3,,,,,,,,,,,L,22,C,12:22,8.58,13.1,12:29,8.45,13.1,12:36,8.39,13.2,12:43,8.38,13.2,12:49,8.31,13.2,12:54,8.32,13.2,13:00,8.32,13.2,G,F,NA,,,,,,,,0
414,NORTH,PA,NA,NA,SC,PASCCON1,,,,,,,,,,,S,23,C,14:16,9.4,16.2,14:22,9.37,16.1,14:29,9.3,16.1,14:37,9.22,16.1,14:42,9.17,16.1,14:48,9.14,16.1,14:54,9.15,16.1,G,C,NA,,,,,,,,0
415,NORTH,PA,NA,NA,SC,PASCCON2,,,,,,,,,,,S,23,C,14:18,9.36,16.2,14:24,9.08,16.1,14:31,8.97,16.1,14:38,8.88,16.1,14:43,8.82,16.1,14:49,8.8,16.1,14:56,8.91,16.1,G,C,NA,,,,,,,,0
416,NORTH,PA,NA,NA,SC,PASCCON3,,,,,,,,,,,L,23,C,14:20,10.33,16.2,14:27,10.24,16.2,14:35,10.13,16.1,14:41,10.05,16.1,14:46,10.07,16.1,14:53,10.07,16.1,14:59,10.03,16.1,G,C,NA,,,,,,,,0
417,NORTH,PA,NA,NA,SF,PASFCON1,,,,,,,,,,,S,24,C,15:32,8.9,18.2,15:39,8.86,18.6,15:44,8.83,18.6,15:49,8.82,18.7,15:54,8.79,18.6,15:58,8.8,18.6,16:02,8.79,18.6,G,F,NA,,,,,,,,0
418,NORTH,PA,NA,NA,SF,PASFCON2,,,,,,,,,,,S,24,C,15:35,9.2,18.4,15:41,9.04,18.6,15:46,9,18.7,15:51,8.95,18.7,15:56,8.93,18.6,16:00,8.88,18.6,16:03,8.87,18.6,G,F,NA,,,,,,,,0
419,NORTH,PA,NA,NA,SF,PASFCON3,,,,,,,,,,,L,24,C,15:37,9.3,18.5,15:43,9.19,18.6,15:48,9.17,18.7,15:54,9.13,18.6,15:58,9.09,18.6,16:02,9.08,18.6,16:05,9.06,18.6,G,F,NA,,,,,,,,0
420,SOUTH,HA,NA,NA,I,HAI_1,107.3497,21.143,65,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9886,1.6863,3.6581,38.8196,1.3951,32.0086,,0
421,SOUTH,HA,NA,NA,I,HAI_2,53.4632,20.644,54,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9576,1.8244,1.52,17.232,1.0308,15.2696,,0
422,SOUTH,HA,NA,NA,I,HAI_3,11.1794,1.9502,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8803,1.6186,0.9177,5.2366,0.8975,4.7448,,0
423,SOUTH,HA,NA,NA,I,HAI_4,2.5387,0.4605,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8128,1.575,,2.4533,,2.339,,0
424,SOUTH,PV,NA,NA,I,PVI_1,113.862,21.31,66,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9513,4.6983,3.3389,41.5177,1.1854,37.3289,,0
425,SOUTH,PV,NA,NA,I,PVI_2,28.2363,4.9751,43,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7516,1.7785,0.8843,10.8711,0.786,9.7276,,0
426,SOUTH,PV,NA,NA,I,PVI_3,7.3333,1.294,27,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9399,1.631,0.9694,4.025,0.959,3.6881,,0
427,SOUTH,PV,NA,NA,I,PVI_4,11.054,1.7855,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8461,1.6099,0.9283,4.9119,0.884,4.4345,,0
428,SOUTH,WP,NA,NA,I,WPI_1,109.2954,16.9996,68,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8492,5.66,1.4939,36.5028,0.9307,32.6276,,0
429,SOUTH,WP,NA,NA,I,WPI_2,107.6173,21.2285,65,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7557,1.6977,1.9019,39.337,0.7419,29.0052,,0
430,SOUTH,WP,NA,NA,I,WPI_3,57.2016,10.2222,52,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8171,1.7555,1.2341,20.1264,0.8814,22.7837,,0
431,SOUTH,WP,NA,NA,I,WPI_4,31.0092,5.6952,47,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7481,1.7618,0.9821,12.5799,0.8006,11.2716,,0
432,SOUTH,WP,NA,NA,I,WPI_5,5.1384,0.8321,24,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8018,1.2967,0.81,2.8371,0.808,2.6006,,0
433,SOUTH,WP,NA,NA,I,WPI_6,22.0319,4.3374,38,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,1.4268,0.912,9.2582,0.8767,8.3015,,0
434,SOUTH,WP,NA,NA,I,WPI_7,21.0821,3.9558,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9045,1.631,0.9744,8.0818,0.9288,7.8941,,0
435,SOUTH,WP,NA,NA,I,WPI_8,62.2736,11.5913,54,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7941,1.3958,1.0185,22.1405,0.835,19.7044,,0
436,SOUTH,WP,NA,NA,I,WPI_9,57.8041,10.8743,54,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8436,1.607,1.4424,20.9095,0.90499,18.6421,,0
437,SOUTH,WP,NA,NA,I,WPI_10,4.7449,0.8082,23,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8563,1.4379,0.8619,2.938,0.8606,2.7187,,0
438,NORTH,VD,NA,NA,I,VDI_1,29.4622,5.0253,43,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.826,1.5475,0.9964,10.6731,0.853,9.435,,0
439,NORTH,VD,NA,NA,I,VDI_2,21.7749,3.8809,39,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.883,1.6162,0.9705,8.6483,0.9064,7.7103,,0
440,NORTH,VD,NA,NA,I,VDI_3,40.3647,6.957,47,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.912,1.5946,1.476,13.9297,0.9769,12.3485,,0
441,NORTH,VD,NA,NA,I,VDI_4,8.2979,1.3794,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8979,1.869,0.9169,4.4136,0.9088,4.1016,,0
442,NORTH,VD,NA,NA,I,VDI_5,8.0241,1.443,29,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9042,1.5759,0.9159,4.1781,0.9146,3.8743,,0
443,NORTH,VD,NA,NA,I,VDI_6,40.3062,7.0865,48,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8991,1.8202,1.2325,14.453,0.948,12.8405,,0
444,NORTH,VD,NA,NA,I,VDI_7,8.2333,1.5808,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8515,1.6908,0.8695,4.5349,0.8628,4.1966,,0
445,NORTH,VD,NA,NA,I,VDI_8,0.3531,1.9827,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9112,1.582,0.9357,5.1891,0.9255,4.7571,,0
446,NORTH,VD,NA,NA,I,VDI_9,5.453,1.0401,24,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8673,1.8397,0.877,3.7187,0.876,3.5004,,0
447,NORTH,VD,NA,NA,I,VDI_10,24.5526,4.2436,40,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9264,1.5003,1.2023,9.1781,0.9649,8.1712,,0
448,NORTH,NO,NA,NA,I,NOI_1,45.6693,8.2609,52,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8163,1.5107,1.3283,16.1982,0.8927,14.1999,,0
449,NORTH,NO,NA,NA,I,NOI_2,39.8342,6.818,47,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9479,1.5253,1.2105,13.801,0.9967,12.3077,,0
450,NORTH,NO,NA,NA,I,NOI_3,58.2015,9.2931,50,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8601,1.5179,2.5249,18.3495,1.0994,16.2105,,0
451,NORTH,NO,NA,NA,I,NOI_4,5.2013,1.0145,23,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8186,1.6609,0.8287,3.4713,0.8305,3.2601,,0
452,NORTH,NO,NA,NA,I,NOI_5,19.0992,3.931,48,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9688,1.6418,0.9959,8.616,0.9913,7.9104,,0
453,NORTH,NO,NA,NA,I,NOI_6,38.9,6.3754,48,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.027,1.8964,1.7742,13.3228,1.1374,11.7427,,0
454,NORTH,NO,NA,NA,I,NOI_7,30.406,4.4069,45,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0484,1.7418,1.1881,9.7501,1.0794,8.8244,,0
455,NORTH,NO,NA,NA,I,NOI_8,6.8805,1.2747,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9243,1.7027,0.935,4.0341,0.9339,3.7673,,0
456,NORTH,NO,NA,NA,I,NOI_9,5.3609,0.9887,24,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7975,1.8987,0.8093,3.6831,0.8087,3.4722,,0
457,NORTH,NO,NA,NA,I,NOI_10,6.178,1.165,25,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8973,1.5018,0.9094,3.597,0.9167,3.3545,,0
458,NORTH,PA,NA,NA,I,PAI_1,26.58,4.2111,43,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8616,3.2548,1.3673,10.7897,0.9126,9.8864,,0
